date,customer_id,gsv,aha_revenue,order_cost,ltv,cac,is_repeat_customer,customer_segment,churned
2025-03-01,CUST01478,95035.88,14576.09,6885.35,630.6,96.47,1,Regular,0
2025-03-02,CUST02556,68375.72,13834.73,5984.56,689.06,123.47,1,Platinum,0
2025-03-03,CUST00775,53664.3,13145.89,7021.97,554.89,105.38,0,Regular,0
2025-03-04,CUST00034,66168.55,10219.75,4446.98,412.72,112.8,0,Regular,0
2025-03-05,CUST02253,106133.98,11604.01,5305.13,542.64,140.26,1,Regular,0
2025-03-06,CUST01955,109604.24,25717.77,16591.94,437.01,131.5,1,Regular,0
2025-03-07,CUST01585,83814.64,8858.58,5791.85,570.38,96.69,0,Platinum,0
2025-03-08,CUST01021,79124.95,19220.63,12129.84,517.92,102.12,1,Regular,0
2025-03-09,CUST02613,118449.76,23652.87,15278.15,671.8,100.28,0,Regular,0
2025-03-10,CUST01129,64039.53,15449.75,8155.79,547.16,134.65,1,Platinum,0
2025-03-11,CUST01500,65075.15,8456.45,4722.87,385.59,114.31,0,Platinum,0
2025-03-12,CUST00702,70430.7,7473.05,3907.43,590.04,146.55,0,Regular,0
2025-03-13,CUST02449,62093.01,10756.47,6607.0,420.35,137.17,1,Regular,0
2025-03-14,CUST02777,76555.59,12830.22,6676.85,408.96,94.78,1,Platinum,0
2025-03-15,CUST01579,113758.4,17032.34,5866.46,456.71,135.02,0,Platinum,1
2025-03-16,CUST00161,93074.35,22677.42,14146.9,304.8,115.43,0,Regular,0
2025-03-17,CUST00201,78836.26,17611.04,10641.19,687.66,97.76,0,Diamond,0
2025-03-18,CUST01981,115408.76,22993.73,14442.83,512.93,105.43,0,Regular,0
2025-03-19,CUST00995,53392.5,6643.56,2499.12,609.4,148.05,0,Regular,0
2025-03-20,CUST02317,64719.33,13600.67,5557.87,403.14,113.88,1,Regular,0
2025-03-21,CUST00815,89612.2,18733.6,7836.28,598.65,130.37,1,Regular,0
2025-03-22,CUST00455,93088.68,15244.22,7671.38,526.87,113.4,1,Regular,0
2025-03-23,CUST01275,52769.03,12596.91,4453.65,469.66,106.01,1,Diamond,0
2025-03-24,CUST01016,78212.71,9780.24,4441.72,688.27,135.75,0,Platinum,0
2025-03-25,CUST02343,95440.78,13371.31,4985.67,497.54,139.38,1,Platinum,0
2025-03-26,CUST02767,98864.94,10824.09,4393.55,562.98,85.03,1,Regular,0
2025-03-27,CUST00337,94669.79,20762.76,12095.45,306.14,99.53,1,Regular,0
2025-03-28,CUST00878,72439.43,13999.93,8986.9,420.58,115.55,1,Diamond,0
2025-03-29,CUST01076,56546.41,8325.95,2574.07,655.48,102.15,1,Platinum,0
2025-03-30,CUST00791,79897.87,9953.04,5238.87,603.58,134.85,1,Diamond,0
2025-03-31,CUST02264,59012.81,6256.67,1967.25,514.7,88.03,0,Regular,0
2025-01-01,CUST00763,116333.66,14543.08,4858.84,660.06,135.85,0,Platinum,0
2025-01-02,CUST02235,83261.96,13987.4,8141.14,494.49,123.25,0,Platinum,0
2025-01-03,CUST00379,72208.14,9898.04,5881.84,526.6,100.26,0,Regular,0
2025-01-04,CUST00492,103641.28,14390.31,9002.47,452.86,104.11,0,Diamond,0
2025-01-05,CUST01180,84856.4,19630.38,9612.93,548.02,92.8,1,Platinum,0
2025-01-06,CUST02062,71702.38,12710.73,8184.73,427.6,97.68,0,Diamond,0
2025-01-07,CUST00064,106837.74,22370.52,8204.06,454.2,130.21,0,Regular,0
2025-01-08,CUST02568,110700.65,11663.05,4663.9,686.53,106.31,1,Platinum,0
2025-01-09,CUST01367,97110.57,15030.24,5317.71,344.52,128.12,0,Regular,0
2025-01-10,CUST01152,53287.51,9158.81,5669.44,342.1,115.99,1,Regular,0
2025-01-11,CUST02027,89642.6,11470.89,4490.51,317.33,90.17,1,Regular,0
2025-01-12,CUST02695,103430.64,12207.79,4421.72,428.02,114.93,1,Platinum,0
2025-01-13,CUST01495,59555.21,13730.19,7541.23,459.29,132.95,1,Diamond,0
2025-01-14,CUST01162,66006.95,15902.05,5260.92,337.81,100.84,0,Diamond,0
2025-01-15,CUST01522,111774.66,12498.75,3974.1,519.65,125.37,1,Diamond,0
2025-01-16,CUST02640,51408.52,7832.23,2684.0,533.32,93.93,0,Platinum,0
2025-01-17,CUST00391,102690.9,25030.17,7511.46,600.41,89.5,1,Platinum,0
2025-01-18,CUST01698,83164.13,9353.82,5413.95,690.39,105.22,1,Platinum,0
2025-01-19,CUST00418,81274.05,15974.11,8384.72,547.74,107.24,1,Diamond,0
2025-01-20,CUST02336,50496.76,12413.78,4766.27,344.66,133.27,0,Regular,0
2025-01-21,CUST00378,107357.88,26488.79,10415.44,335.41,112.21,0,Regular,0
2025-01-22,CUST01796,75187.74,12833.31,8012.96,611.02,85.69,1,Diamond,0
2025-01-23,CUST02278,87853.59,10930.07,5472.99,560.13,124.38,0,Platinum,0
2025-01-24,CUST02088,97411.05,12693.89,7354.98,364.77,112.85,0,Platinum,0
2025-01-25,CUST02182,99184.07,23153.55,11139.22,401.34,103.22,1,Platinum,0
2025-01-26,CUST00200,116918.6,27680.77,10936.32,600.1,136.16,0,Diamond,0
2025-01-27,CUST01863,87193.8,16669.88,11471.56,526.46,90.81,0,Diamond,0
2025-01-28,CUST00779,77980.37,16760.04,8820.12,534.0,143.92,0,Regular,0
2025-01-29,CUST02977,116759.25,24635.0,8681.2,384.0,103.38,0,Regular,0
2025-01-30,CUST00502,94947.72,18920.54,8749.54,551.62,112.27,1,Regular,0
2025-01-31,CUST02454,70870.52,15881.48,6856.59,608.25,145.05,1,Platinum,0
2025-02-01,CUST01751,58852.5,11935.93,4602.91,654.1,133.29,1,Regular,0
2025-02-02,CUST00804,108978.82,19627.12,13216.43,594.69,85.2,0,Regular,0
2025-02-03,CUST02146,75352.71,10213.57,6663.01,530.55,120.48,0,Regular,0
2025-02-04,CUST02731,96232.88,20361.26,7730.33,569.3,101.73,0,Diamond,0
2025-02-05,CUST01895,82957.15,14186.97,6254.46,494.04,115.59,0,Regular,0
2025-02-06,CUST02773,63925.08,9219.2,5576.94,390.76,132.01,1,Regular,0
2025-02-07,CUST01570,92118.06,20292.87,7780.34,652.88,114.73,1,Regular,0
2025-02-08,CUST00960,54247.81,11094.06,5953.36,513.05,84.97,0,Regular,0
2025-02-09,CUST02660,78933.97,18991.59,11013.56,537.73,117.1,1,Regular,0
2025-02-10,CUST01485,88263.05,11016.66,6186.83,696.04,81.69,0,Regular,0
2025-02-11,CUST02690,80523.29,15893.56,9259.01,694.01,104.39,1,Regular,0
2025-02-12,CUST01028,102407.05,13992.48,8153.14,534.52,113.46,1,Regular,0
2025-02-13,CUST00502,107954.75,25427.39,17441.22,313.58,125.13,1,Platinum,0
2025-02-14,CUST02814,103987.02,11950.7,5241.57,458.46,115.43,0,Regular,0
2025-02-15,CUST00397,52716.91,10460.31,6814.22,674.92,90.64,0,Platinum,0
2025-02-16,CUST00870,63589.01,13904.55,4292.65,415.32,145.26,0,Platinum,0
2025-02-17,CUST02842,87562.53,13417.88,5572.19,699.71,125.52,0,Regular,0
2025-02-18,CUST00392,115437.54,28065.26,8965.79,333.73,102.19,1,Regular,0
2025-02-19,CUST00206,108446.97,24683.57,13834.69,527.25,147.62,1,Regular,0
2025-02-20,CUST01038,108977.42,15713.75,5347.64,506.18,141.78,1,Regular,0
2025-02-21,CUST01881,71224.57,7203.02,4597.56,402.14,90.04,1,Platinum,0
2025-02-22,CUST02939,80061.35,11568.75,6462.73,679.44,125.88,0,Platinum,0
2025-02-23,CUST01484,82949.42,11795.12,3674.49,547.67,119.2,0,Regular,0
2025-02-24,CUST00863,61016.01,14246.91,8347.42,392.09,93.5,0,Platinum,0
2025-02-25,CUST02790,52174.77,12786.38,8244.84,453.62,96.34,0,Diamond,0
2025-02-26,CUST00563,116283.2,12856.97,7257.1,588.49,119.46,0,Platinum,0
2025-02-27,CUST01020,66849.88,11410.89,3562.59,419.08,102.49,0,Platinum,0
2025-02-28,CUST00095,66796.42,12173.63,7829.69,651.84,138.44,1,Diamond,0
2025-03-01,CUST01923,55836.53,6361.83,3772.47,366.27,86.84,0,Platinum,0
2025-03-02,CUST01757,114995.54,18011.14,8129.88,405.8,143.98,0,Regular,0
2025-03-03,CUST02532,90581.6,13366.43,5766.97,357.96,138.84,0,Regular,0
2025-03-04,CUST02278,96692.58,17444.16,8581.27,341.67,131.7,1,Platinum,0
2025-03-05,CUST02796,113810.38,22668.6,14662.97,420.13,98.38,1,Regular,0
2025-03-06,CUST01678,74193.41,15248.43,6111.93,699.67,130.05,0,Diamond,0
2025-03-07,CUST00540,93505.51,11268.65,3835.69,337.73,110.71,1,Regular,0
2025-03-08,CUST01059,52715.96,11699.89,7556.43,385.2,124.36,0,Platinum,0
2025-03-09,CUST02572,63074.08,12727.17,3951.99,408.65,101.88,1,Regular,0
2025-03-10,CUST01183,108187.21,25246.7,16773.88,547.65,138.51,0,Regular,0
2025-03-11,CUST01722,103673.78,17355.03,7329.0,598.14,82.84,1,Platinum,0
2025-03-12,CUST01819,74544.99,17449.75,8782.27,600.77,128.4,0,Regular,0
2025-03-13,CUST02625,76376.74,17556.42,6195.98,303.45,138.0,1,Regular,0
2025-03-14,CUST02729,87348.81,14479.06,9569.24,560.74,125.25,0,Regular,0
2025-03-15,CUST02604,50016.87,7861.23,4716.22,552.29,93.44,1,Diamond,0
2025-03-16,CUST01597,66887.1,16047.67,10746.52,507.06,99.95,1,Regular,0
2025-03-17,CUST02693,64576.23,13385.02,7673.52,451.68,116.04,0,Platinum,0
2025-03-18,CUST00795,67533.81,16156.57,6040.58,618.98,103.06,1,Regular,0
2025-03-19,CUST01051,106413.41,23362.66,9889.57,437.55,80.34,0,Regular,0
2025-03-20,CUST01643,69577.17,13316.7,6588.3,392.0,82.85,1,Diamond,1
2025-03-21,CUST01363,63406.49,7442.52,4040.57,424.04,133.74,0,Regular,0
2025-03-22,CUST01981,85298.44,12259.27,8220.87,475.86,85.86,0,Diamond,0
2025-03-23,CUST01354,110595.15,27131.91,12306.51,385.62,144.96,0,Regular,0
2025-03-24,CUST01663,66894.48,9894.58,5751.01,543.03,110.99,0,Diamond,1
2025-03-25,CUST01529,55497.54,6326.07,4329.58,653.68,133.07,0,Diamond,0
2025-03-26,CUST02038,74948.33,15449.32,5576.43,538.18,88.79,0,Platinum,0
2025-03-27,CUST01496,102335.63,21500.78,13869.81,478.67,144.86,1,Regular,0
2025-03-28,CUST02237,88548.34,12646.36,5922.07,618.75,82.37,0,Platinum,0
2025-03-29,CUST01408,107175.54,15503.03,9192.81,599.22,82.95,0,Regular,0
2025-03-30,CUST01400,117171.45,19958.28,8330.89,446.82,83.82,1,Regular,0
2025-03-31,CUST01306,105486.37,10893.4,4723.31,541.66,87.24,0,Platinum,0
2025-01-01,CUST02680,92266.22,20150.8,6263.94,591.94,114.08,1,Regular,0
2025-01-02,CUST02675,84533.91,12474.1,8589.19,398.19,135.18,0,Diamond,0
2025-01-03,CUST00972,52804.84,12042.91,7531.41,446.51,99.95,0,Regular,0
2025-01-04,CUST01768,118902.54,26205.47,8846.11,342.31,132.2,0,Platinum,0
2025-01-05,CUST01282,76843.68,15308.05,10712.63,695.07,134.18,0,Regular,0
2025-01-06,CUST00709,60655.97,9021.44,4889.71,334.35,143.58,1,Regular,0
2025-01-07,CUST01479,96669.62,17153.78,11004.0,367.44,90.45,1,Regular,0
2025-01-08,CUST01434,69900.18,11654.06,3806.97,491.93,89.49,1,Platinum,0
2025-01-09,CUST00648,91004.48,13726.41,6256.23,646.11,88.55,1,Platinum,0
2025-01-10,CUST00317,91073.75,20693.82,11751.2,442.35,105.15,0,Platinum,1
2025-01-11,CUST01257,81201.09,14009.3,4799.21,607.44,114.26,0,Platinum,0
2025-01-12,CUST00683,108528.3,24408.93,12096.12,570.41,112.31,1,Platinum,0
2025-01-13,CUST00663,68547.69,7936.64,3786.34,555.47,97.99,1,Platinum,0
2025-01-14,CUST01998,81404.28,9862.43,3811.0,638.01,123.54,1,Platinum,0
2025-01-15,CUST01631,87638.45,21611.47,9079.15,305.67,103.68,1,Platinum,0
2025-01-16,CUST01495,96453.73,18149.24,12465.76,671.66,105.63,0,Regular,0
2025-01-17,CUST01136,104878.03,18507.35,7689.05,631.69,87.39,1,Regular,0
2025-01-18,CUST01853,77636.51,13856.05,5339.71,675.15,121.46,0,Regular,0
2025-01-19,CUST01520,95223.29,12597.12,6481.01,617.44,125.87,0,Diamond,0
2025-01-20,CUST02489,60542.77,12581.13,7150.9,651.44,133.06,0,Diamond,0
2025-01-21,CUST00563,115285.37,12994.63,7667.32,381.23,143.28,1,Regular,0
2025-01-22,CUST01291,76814.12,14287.32,8596.66,427.69,133.62,1,Regular,0
2025-01-23,CUST01636,101066.5,18759.49,5904.23,426.09,96.5,0,Regular,0
2025-01-24,CUST02999,51423.88,12194.06,5578.83,343.67,96.5,1,Regular,0
2025-01-25,CUST00698,64363.1,11516.32,7020.16,591.83,144.06,0,Diamond,0
2025-01-26,CUST02160,84095.78,10138.54,6711.11,354.47,135.31,0,Regular,0
2025-01-27,CUST00001,111477.67,20725.15,11209.82,321.0,134.76,1,Regular,0
2025-01-28,CUST00641,86907.86,9881.35,3171.15,610.18,130.38,1,Diamond,0
2025-01-29,CUST02267,115090.93,15027.32,6892.41,661.87,98.7,1,Platinum,1
2025-01-30,CUST01589,83865.78,8777.92,2894.0,605.65,139.32,0,Diamond,0
2025-01-31,CUST00854,84331.44,14926.16,8946.97,630.14,90.0,0,Platinum,0
2025-02-01,CUST01759,58382.28,6578.51,2140.66,538.25,104.5,0,Regular,0
2025-02-02,CUST02432,106185.94,18095.06,6772.84,655.1,104.25,1,Platinum,0
2025-02-03,CUST01661,67287.58,16145.1,7536.26,498.68,119.21,1,Platinum,1
2025-02-04,CUST01153,112972.87,23494.31,11396.13,695.33,112.44,1,Regular,0
2025-02-05,CUST01076,113757.7,12696.7,5873.4,341.37,112.19,0,Platinum,1
2025-02-06,CUST01707,116031.71,15505.49,7525.72,623.67,118.75,0,Platinum,0
2025-02-07,CUST02777,86416.13,17373.91,10168.87,556.56,109.08,1,Regular,0
2025-02-08,CUST01695,97396.56,22810.79,10212.56,532.26,97.5,1,Diamond,0
2025-02-09,CUST01733,104496.11,10965.59,5692.24,590.32,126.49,0,Platinum,0
2025-02-10,CUST01439,59171.02,13128.14,5531.51,636.12,135.34,1,Regular,0
2025-02-11,CUST02294,92067.0,16965.38,7489.38,645.15,113.53,0,Regular,0
2025-02-12,CUST00835,52400.85,9532.43,5200.13,370.15,125.46,1,Platinum,0
2025-02-13,CUST00202,84829.63,20670.6,10256.71,378.81,117.48,1,Regular,0
2025-02-14,CUST00122,60838.99,12906.79,7604.87,306.47,84.13,1,Platinum,0
2025-02-15,CUST00400,62804.6,14289.17,7490.6,352.74,109.62,1,Diamond,1
2025-02-16,CUST00766,75553.33,11567.16,7188.18,405.55,80.69,1,Regular,0
2025-02-17,CUST00293,80270.6,14701.93,7018.16,588.41,126.33,1,Platinum,0
2025-02-18,CUST02327,93622.07,18004.54,8937.7,490.31,115.57,1,Regular,0
2025-02-19,CUST02931,55209.99,8184.2,4648.53,603.16,88.88,1,Platinum,0
2025-02-20,CUST00197,85258.42,15818.61,6145.49,494.61,117.95,1,Regular,0
2025-02-21,CUST01930,62783.76,8507.09,3865.38,522.24,142.89,1,Platinum,0
2025-02-22,CUST02799,90178.26,10957.23,6025.78,344.43,103.83,0,Regular,0
2025-02-23,CUST02191,94618.32,14769.5,4601.45,610.62,148.77,0,Platinum,0
2025-02-24,CUST00608,88969.65,18763.12,8908.51,603.25,147.16,1,Diamond,0
2025-02-25,CUST01147,101680.69,24141.85,13025.49,423.02,134.97,1,Regular,0
2025-02-26,CUST00186,73492.65,12395.06,8514.79,431.43,136.97,1,Regular,0
2025-02-27,CUST02511,103557.46,20341.12,13238.14,387.87,108.74,0,Regular,0
2025-02-28,CUST01794,80293.7,9270.35,3822.14,625.54,108.18,1,Diamond,0
2025-03-01,CUST00659,83892.91,19771.01,9942.53,598.8,146.81,1,Regular,0
2025-03-02,CUST02811,95367.15,17670.64,5699.94,543.66,105.63,0,Regular,0
2025-03-03,CUST01955,51285.09,11131.47,4411.42,395.53,86.78,1,Platinum,0
2025-03-04,CUST02450,95779.6,20991.65,12803.7,368.74,90.69,0,Platinum,0
2025-03-05,CUST01369,93300.96,12919.58,4513.14,320.11,129.73,0,Platinum,0
2025-03-06,CUST01986,71689.3,12859.35,5183.3,318.24,106.81,0,Platinum,0
2025-03-07,CUST01534,56005.6,13669.4,9262.62,374.85,93.95,0,Regular,0
2025-03-08,CUST00146,56365.48,6394.39,4025.54,340.21,136.97,1,Platinum,0
2025-03-09,CUST02911,114625.66,23206.82,14219.54,522.44,114.21,0,Platinum,0
2025-03-10,CUST01734,98249.55,24006.26,15503.79,443.24,119.73,1,Diamond,0
2025-03-11,CUST01843,58897.18,8545.19,5125.77,477.98,90.78,0,Regular,0
2025-03-12,CUST00488,74970.62,17184.55,5984.25,537.63,93.49,1,Diamond,0
2025-03-13,CUST02976,91473.81,21958.16,11124.54,563.64,88.81,1,Diamond,0
2025-03-14,CUST01959,108490.02,23006.71,10990.25,559.28,116.02,0,Regular,0
2025-03-15,CUST01663,53056.27,7146.64,3033.47,404.34,134.3,0,Regular,0
2025-03-16,CUST02598,66564.32,9991.31,6330.66,623.85,131.26,1,Diamond,0
2025-03-17,CUST02385,112282.43,11831.36,5745.97,667.08,98.29,0,Regular,0
2025-03-18,CUST02919,50641.59,11380.08,3688.5,426.38,139.61,0,Regular,0
2025-03-19,CUST00640,64097.94,14578.54,5977.0,306.83,87.4,0,Regular,0
2025-03-20,CUST01802,117131.69,22829.73,8936.66,659.66,87.98,0,Regular,0
2025-03-21,CUST02520,92938.13,14208.3,9306.32,669.42,139.45,0,Platinum,0
2025-03-22,CUST01969,68317.0,7618.82,4258.73,320.38,97.11,0,Platinum,0
2025-03-23,CUST02198,54689.38,11646.58,6104.56,301.98,129.57,0,Regular,0
2025-03-24,CUST01438,51973.39,10861.34,5459.56,626.56,80.64,0,Diamond,0
2025-03-25,CUST01634,67132.16,15902.96,8906.38,420.59,86.55,1,Regular,0
2025-03-26,CUST00262,111704.01,23410.9,14092.2,665.83,122.65,1,Platinum,0
2025-03-27,CUST01787,79113.96,17745.6,9258.84,386.7,92.77,0,Platinum,0
2025-03-28,CUST02191,100423.34,21279.02,14370.02,644.46,81.97,1,Platinum,0
2025-03-29,CUST02393,114279.95,22239.23,15361.38,327.46,112.69,0,Regular,0
2025-03-30,CUST00623,78562.83,12887.84,8997.48,404.25,103.14,1,Regular,0
2025-03-31,CUST01016,63389.42,14916.65,8469.02,689.25,136.16,0,Diamond,0
2025-01-01,CUST00880,86198.26,17036.68,11466.51,392.48,137.32,0,Regular,0
2025-01-02,CUST02049,113565.86,18142.52,8378.07,353.21,123.01,1,Platinum,0
2025-01-03,CUST02944,106306.21,11961.62,7701.33,642.82,100.51,0,Regular,0
2025-01-04,CUST01327,54608.09,7842.03,5204.52,347.12,112.31,0,Regular,0
2025-01-05,CUST02301,98480.1,17879.95,11830.38,338.98,129.16,0,Platinum,0
2025-01-06,CUST00452,90032.83,12725.72,8046.96,429.37,84.85,1,Regular,0
2025-01-07,CUST01183,113522.42,15119.52,6994.89,554.13,103.27,0,Platinum,0
2025-01-08,CUST02056,58573.7,10491.08,3814.17,584.3,137.57,0,Regular,0
2025-01-09,CUST01682,87382.53,10964.15,4753.86,652.5,108.42,1,Platinum,0
2025-01-10,CUST02863,111562.39,24550.59,14900.13,516.36,123.73,1,Diamond,0
2025-01-11,CUST02255,78701.67,13588.25,5342.28,457.37,86.74,1,Regular,0
2025-01-12,CUST01154,83739.64,15582.22,7655.68,443.53,134.39,0,Regular,0
2025-01-13,CUST00403,54932.25,6707.64,3529.29,638.76,87.03,1,Regular,0
2025-01-14,CUST02199,69470.05,10329.26,5593.74,589.53,140.31,0,Diamond,0
2025-01-15,CUST02101,72715.47,11744.53,7919.22,662.17,87.46,1,Regular,0
2025-01-16,CUST01696,116158.57,25697.98,14509.01,685.61,142.36,1,Diamond,0
2025-01-17,CUST00627,69786.72,15040.71,9242.81,420.02,105.46,0,Platinum,0
2025-01-18,CUST00586,82260.81,10977.43,5848.24,511.87,123.72,0,Regular,0
2025-01-19,CUST01648,96991.31,18663.73,11822.21,552.73,139.26,0,Regular,0
2025-01-20,CUST01443,61352.84,8375.79,3396.09,365.54,80.72,1,Regular,0
2025-01-21,CUST01445,84050.97,20864.57,8010.97,321.34,98.6,1,Regular,0
2025-01-22,CUST00103,101697.73,24694.1,16558.09,647.11,143.58,0,Regular,0
2025-01-23,CUST00253,110679.86,20419.3,11789.95,514.21,107.17,1,Regular,0
2025-01-24,CUST02557,93838.15,19221.37,10929.47,528.31,129.45,0,Regular,0
2025-01-25,CUST01496,96833.75,21324.2,10383.14,521.97,89.8,1,Regular,0
2025-01-26,CUST00098,58839.84,12247.5,5519.69,601.98,127.49,0,Platinum,0
2025-01-27,CUST02200,116204.35,23818.91,12440.06,358.2,85.12,0,Platinum,1
2025-01-28,CUST01884,59280.19,14451.51,5032.4,545.62,130.21,0,Regular,0
2025-01-29,CUST02961,104227.11,19747.75,9516.14,487.79,102.67,1,Regular,0
2025-01-30,CUST01919,68537.14,13395.27,6458.49,658.78,112.61,0,Regular,0
2025-01-31,CUST00877,115351.52,26229.82,13517.13,507.85,91.64,1,Diamond,0
2025-02-01,CUST00337,100397.17,20127.99,11148.38,677.17,123.95,1,Platinum,0
2025-02-02,CUST02869,102766.96,21574.88,14734.08,441.3,103.63,1,Regular,0
2025-02-03,CUST00956,65334.14,8828.3,4951.51,686.76,106.84,0,Platinum,0
2025-02-04,CUST01704,81012.8,12612.89,8242.4,650.06,125.65,0,Diamond,0
2025-02-05,CUST00160,93246.92,11385.0,5948.91,533.71,92.52,0,Diamond,0
2025-02-06,CUST01603,103898.15,18272.03,10063.71,441.48,139.64,0,Regular,0
2025-02-07,CUST02848,57277.16,9643.13,3162.32,450.37,131.75,1,Platinum,0
2025-02-08,CUST00397,117365.57,29291.44,10348.83,609.1,120.44,1,Regular,0
2025-02-09,CUST01300,112315.45,21528.77,11450.47,532.25,88.98,0,Regular,0
2025-02-10,CUST00815,68924.4,15023.23,6884.92,460.64,128.1,0,Regular,0
2025-02-11,CUST01527,107593.22,16149.98,10005.3,554.42,81.27,0,Platinum,0
