date,order_id,driver_id,driver_rating,delivery_status,sla_met,total_order_value,commission_revenue,unexpected_risk_cost,active_jan,active_feb,active_mar,active_current_month,active_last_month
2025-03-25,ORD00083,DVR0034,4.47,Success,Yes,37870.16,7232.71,0.0,1,1,1,1,1
2025-03-26,ORD00084,DVR0205,4.74,Success,Yes,44968.03,9290.99,0.0,1,1,1,1,1
2025-03-27,ORD00085,DVR0080,4.91,Success,Yes,50803.89,10837.74,0.0,1,1,1,1,1
2025-03-28,ORD00086,DVR0931,4.92,Success,No,31394.23,6370.26,0.0,1,1,1,1,1
2025-03-29,ORD00087,DVR0561,4.58,Success,Yes,49032.2,10533.35,0.0,1,1,1,1,1
2025-03-30,ORD00088,DVR0871,4.66,Success,Yes,64485.97,11665.14,0.0,1,1,1,1,1
2025-03-31,ORD00089,DVR0387,4.62,Success,Yes,69064.97,14472.16,0.0,1,1,1,1,1
2025-01-01,ORD00090,DVR0001,4.39,Success,Yes,64221.95,11995.13,0.0,1,1,1,1,0
2025-01-02,ORD00091,DVR0389,4.81,Success,Yes,36879.27,7060.28,0.0,1,1,1,1,0
2025-01-03,ORD00092,DVR0565,4.71,Success,Yes,36200.53,7344.73,0.0,1,1,1,1,0
2025-01-04,ORD00093,DVR0105,4.99,Success,Yes,45732.49,8733.89,0.0,1,1,1,1,0
2025-01-05,ORD00094,DVR0771,4.54,Success,Yes,39017.22,7285.54,0.0,1,1,1,1,0
2025-01-06,ORD00095,DVR0821,4.92,Success,Yes,57039.78,12287.51,0.0,1,1,1,1,0
2025-01-07,ORD00096,DVR0476,4.93,Success,Yes,33382.32,7219.56,0.0,1,1,1,1,0
2025-01-08,ORD00097,DVR0702,4.71,Success,Yes,47748.77,8664.25,0.0,1,1,1,1,0
2025-01-09,ORD00098,DVR0401,4.27,Success,Yes,41214.25,8243.05,0.0,1,1,1,1,0
2025-01-10,ORD00099,DVR0729,4.6,Success,Yes,53816.12,10125.35,0.0,1,1,1,1,0
2025-01-11,ORD00100,DVR0555,5.0,Success,Yes,61882.6,13276.07,0.0,1,1,1,1,0
2025-01-12,ORD00101,DVR0161,4.76,Success,Yes,66942.53,13288.15,0.0,1,1,1,1,0
2025-01-13,ORD00102,DVR0201,4.84,Success,Yes,68554.11,13651.75,0.0,1,1,1,1,0
2025-01-14,ORD00103,DVR0957,4.68,Success,Yes,44047.78,9034.15,0.0,1,1,1,1,0
2025-01-15,ORD00104,DVR0995,4.66,Success,Yes,64233.91,11705.02,0.0,1,1,1,1,0
2025-01-16,ORD00105,DVR0269,4.33,Success,Yes,53678.52,9935.46,0.0,1,1,1,1,0
2025-01-17,ORD00106,DVR0862,4.86,Success,Yes,57690.22,11534.32,0.0,1,1,1,1,0
2025-01-18,ORD00107,DVR0815,4.92,Success,Yes,64045.22,14004.66,0.0,1,1,1,1,0
2025-01-19,ORD00108,DVR0270,4.51,Success,Yes,35204.53,7524.76,0.0,1,1,1,1,0
2025-01-20,ORD00109,DVR0455,4.66,Success,Yes,67896.29,14636.71,0.0,1,1,1,1,0
2025-01-21,ORD00110,DVR0461,4.64,Success,Yes,51895.88,9625.97,0.0,1,1,1,1,0
2025-01-22,ORD00111,DVR0726,4.78,Success,Yes,43440.13,9484.93,0.0,1,1,1,1,0
2025-01-23,ORD00112,DVR0251,4.59,Success,Yes,43549.25,9110.49,0.0,1,1,1,1,0
2025-01-24,ORD00113,DVR0701,4.89,Success,Yes,60040.01,11589.37,0.0,1,1,1,1,0
2025-01-25,ORD00114,DVR0295,4.71,Success,Yes,57146.39,12262.4,0.0,1,1,1,1,0
2025-01-26,ORD00115,DVR0724,4.19,Success,Yes,59179.2,12421.26,0.0,1,1,1,1,0
2025-01-27,ORD00116,DVR0719,4.79,Success,Yes,40119.82,8403.51,0.0,1,1,1,1,0
2025-01-28,ORD00117,DVR0748,4.9,Success,Yes,36807.85,7707.01,0.0,1,1,1,1,0
2025-01-29,ORD00118,DVR0337,4.47,Success,Yes,58874.39,12483.38,0.0,1,1,1,1,0
2025-01-30,ORD00119,DVR0878,4.78,Success,Yes,41939.23,9140.28,0.0,1,0,1,1,0
2025-01-31,ORD00120,DVR0052,5.0,Success,Yes,38897.45,7214.5,0.0,1,1,1,1,0
2025-02-01,ORD00121,DVR0791,4.72,Success,Yes,38584.34,8487.82,0.0,1,1,1,1,1
2025-02-02,ORD00122,DVR0921,4.93,Success,Yes,35936.04,7722.42,0.0,1,1,1,1,1
2025-02-03,ORD00123,DVR0216,4.61,Success,Yes,47072.63,9304.62,0.0,1,1,1,1,1
2025-02-04,ORD00124,DVR0763,4.7,Success,Yes,40437.94,7533.49,0.0,1,1,1,1,1
2025-02-05,ORD00125,DVR0187,4.66,Success,Yes,65754.62,13029.38,0.0,1,1,1,1,1
2025-02-06,ORD00126,DVR0379,4.62,Success,Yes,57565.59,12154.66,0.0,1,1,1,1,1
2025-02-07,ORD00127,DVR0492,4.67,Success,Yes,59754.48,12195.78,0.0,1,1,1,1,1
2025-02-08,ORD00128,DVR0040,4.37,Success,Yes,46144.42,8821.98,0.0,1,1,1,1,1
2025-02-09,ORD00129,DVR0156,4.63,Success,Yes,54008.38,10600.32,0.0,1,1,1,1,1
2025-02-10,ORD00130,DVR0014,4.97,Fail,No,50031.91,10915.56,33013.2,1,1,1,1,1
2025-02-11,ORD00131,DVR0812,4.51,Success,Yes,36698.06,7785.6,0.0,1,1,0,1,1
2025-02-12,ORD00132,DVR0064,4.49,Success,Yes,31914.15,5902.93,0.0,1,1,1,1,1
2025-02-13,ORD00133,DVR0856,4.71,Success,Yes,57340.74,11572.26,0.0,1,1,1,1,1
2025-02-14,ORD00134,DVR0838,4.72,Success,Yes,34846.9,7570.12,0.0,1,1,0,1,1
2025-02-15,ORD00135,DVR0520,4.78,Success,Yes,32293.97,5857.23,0.0,1,1,1,1,1
2025-02-16,ORD00136,DVR0343,4.68,Success,Yes,47674.69,8662.58,0.0,1,1,1,1,1
2025-02-17,ORD00137,DVR0128,4.71,Success,Yes,59521.05,12420.22,0.0,1,1,1,1,1
2025-02-18,ORD00138,DVR0647,4.63,Success,Yes,60754.74,12334.54,0.0,1,1,1,1,1
2025-02-19,ORD00139,DVR0471,4.44,Success,Yes,64938.78,11808.47,0.0,0,1,1,1,0
2025-02-20,ORD00140,DVR0062,4.69,Success,Yes,37968.56,8347.03,0.0,1,1,1,1,1
2025-02-21,ORD00141,DVR0138,4.84,Success,Yes,69424.98,14107.42,0.0,1,1,1,1,1
2025-02-22,ORD00142,DVR0498,4.8,Success,Yes,60528.36,12086.13,0.0,1,1,1,1,1
2025-02-23,ORD00143,DVR0592,4.35,Success,Yes,36288.53,7181.79,0.0,1,1,1,1,1
2025-02-24,ORD00144,DVR0391,4.75,Success,Yes,63628.85,13236.54,0.0,1,1,1,1,1
2025-02-25,ORD00145,DVR0674,4.52,Success,No,49958.37,9908.46,0.0,1,1,1,1,1
2025-02-26,ORD00146,DVR0418,4.98,Success,Yes,32661.85,6740.2,0.0,1,1,1,1,1
2025-02-27,ORD00147,DVR0288,4.77,Success,Yes,35281.67,7039.87,0.0,1,1,1,1,1
2025-02-28,ORD00148,DVR0378,4.88,Success,Yes,47355.73,9680.87,0.0,1,1,1,1,1
2025-03-01,ORD00149,DVR0772,4.7,Success,Yes,51220.27,10869.32,0.0,1,0,1,1,0
2025-03-02,ORD00150,DVR0489,4.69,Success,Yes,67899.7,14441.36,0.0,1,1,1,1,1
2025-03-03,ORD00151,DVR0230,5.0,Success,Yes,38628.5,8265.03,0.0,1,1,1,1,1
2025-03-04,ORD00152,DVR0040,4.89,Success,Yes,48964.18,9211.08,0.0,1,1,1,1,1
2025-03-05,ORD00153,DVR0027,4.72,Success,Yes,39035.58,7121.84,0.0,1,1,1,1,1
2025-03-06,ORD00154,DVR0134,4.66,Success,Yes,52336.03,11170.89,0.0,1,1,1,1,1
2025-03-07,ORD00155,DVR0200,4.36,Success,Yes,66372.72,12059.39,0.0,1,1,1,1,1
2025-03-08,ORD00156,DVR0839,4.76,Success,Yes,52710.02,9937.93,0.0,1,1,1,1,1
2025-03-09,ORD00157,DVR0779,4.67,Success,Yes,50402.82,10133.38,0.0,1,1,1,1,1
2025-03-10,ORD00158,DVR0929,4.81,Success,Yes,60005.18,12854.15,0.0,1,1,1,1,1
2025-03-11,ORD00159,DVR0032,4.87,Success,Yes,35904.54,7750.76,0.0,1,1,1,1,1
2025-03-12,ORD00160,DVR0047,4.95,Success,Yes,66224.6,13584.12,0.0,1,1,1,1,1
2025-03-13,ORD00161,DVR0502,4.77,Success,Yes,53105.36,11612.57,0.0,1,1,1,1,1
2025-03-14,ORD00162,DVR0406,4.49,Success,Yes,57452.38,12018.91,0.0,1,1,1,1,1
2025-03-15,ORD00163,DVR0573,4.27,Success,Yes,62758.43,12621.28,0.0,1,1,1,1,1
2025-03-16,ORD00164,DVR0727,4.54,Success,Yes,55401.51,10270.05,0.0,1,1,1,1,1
2025-03-17,ORD00165,DVR0804,4.97,Success,Yes,55648.21,10971.12,0.0,1,1,1,1,1
2025-03-18,ORD00166,DVR0098,5.0,Success,Yes,59184.86,12600.08,0.0,1,1,1,1,1
2025-03-19,ORD00167,DVR0683,4.65,Success,Yes,32089.46,6140.19,0.0,1,1,1,1,1
2025-03-20,ORD00168,DVR0871,4.41,Success,Yes,45288.42,9199.48,0.0,1,1,1,1,1
2025-03-21,ORD00169,DVR0725,4.57,Success,Yes,68517.47,15028.44,0.0,1,1,1,1,1
2025-03-22,ORD00170,DVR0986,4.93,Success,Yes,40317.43,7538.43,0.0,1,1,1,1,1
2025-03-23,ORD00171,DVR0546,4.58,Success,Yes,51690.22,9514.01,0.0,1,1,1,1,1
2025-03-24,ORD00172,DVR0960,4.82,Success,Yes,37017.1,7841.11,0.0,0,1,1,1,1
2025-03-25,ORD00173,DVR0738,4.73,Success,Yes,42930.97,7770.37,0.0,1,1,1,1,1
2025-03-26,ORD00174,DVR0612,4.84,Success,Yes,58683.2,12072.91,0.0,1,1,1,1,1
2025-03-27,ORD00175,DVR0942,5.0,Success,Yes,55723.76,10778.64,0.0,1,1,1,1,1
2025-03-28,ORD00176,DVR0461,4.82,Success,Yes,46572.65,9731.47,0.0,1,1,1,1,1
2025-03-29,ORD00177,DVR0642,4.73,Success,Yes,67523.05,12478.94,0.0,1,1,1,1,1
2025-03-30,ORD00178,DVR0768,5.0,Success,Yes,61001.87,11785.67,0.0,1,1,1,1,1
2025-03-31,ORD00179,DVR0004,4.77,Success,Yes,40716.95,7356.8,0.0,1,1,1,1,1
2025-01-01,ORD00180,DVR0217,4.54,Success,Yes,48617.85,9208.4,0.0,1,1,1,1,0
2025-01-02,ORD00181,DVR0502,4.84,Success,Yes,65121.38,12980.67,0.0,1,1,1,1,0
2025-01-03,ORD00182,DVR0766,4.79,Success,Yes,30898.56,5781.26,0.0,1,1,0,1,0
2025-01-04,ORD00183,DVR0397,4.64,Success,Yes,53258.65,10864.03,0.0,1,1,1,1,0
2025-01-05,ORD00184,DVR0870,4.6,Success,Yes,39278.42,7255.74,0.0,1,1,1,1,0
2025-01-06,ORD00185,DVR0794,4.64,Success,Yes,32552.8,6829.87,0.0,1,1,1,1,0
2025-01-07,ORD00186,DVR0392,4.59,Success,Yes,66514.44,14424.76,0.0,1,1,1,1,0
2025-01-08,ORD00187,DVR0206,4.65,Success,Yes,62651.32,12244.39,0.0,1,1,1,1,0
2025-01-09,ORD00188,DVR0014,4.53,Success,Yes,37411.74,7524.56,0.0,1,1,1,1,0
2025-01-10,ORD00189,DVR0857,4.78,Success,Yes,63477.86,12666.41,0.0,1,1,1,1,0
2025-01-11,ORD00190,DVR0553,4.76,Success,Yes,35857.1,7580.76,0.0,1,1,1,1,0
2025-01-12,ORD00191,DVR0891,4.77,Success,Yes,49046.45,10778.82,0.0,1,1,1,1,0
2025-01-13,ORD00192,DVR0460,4.69,Success,Yes,59030.93,12362.7,0.0,1,1,1,1,0
2025-01-14,ORD00193,DVR0690,4.66,Success,Yes,51352.22,9684.06,0.0,1,1,1,1,0
2025-01-15,ORD00194,DVR0574,4.99,Success,Yes,64031.23,13308.46,0.0,1,1,1,1,0
2025-01-16,ORD00195,DVR0863,4.71,Success,Yes,54675.11,11188.2,0.0,1,1,1,1,0
2025-01-17,ORD00196,DVR0742,4.95,Success,Yes,47278.07,8907.42,0.0,1,1,1,1,0
2025-01-18,ORD00197,DVR0240,4.5,Success,Yes,67006.48,12707.01,0.0,1,1,1,1,0
2025-01-19,ORD00198,DVR0563,4.82,Success,Yes,31451.79,6482.57,0.0,1,1,1,1,0
2025-01-20,ORD00199,DVR0095,4.55,Fail,No,49535.95,10517.11,17681.82,1,1,1,1,0
2025-01-21,ORD00200,DVR0899,4.59,Success,Yes,56431.26,11878.56,0.0,1,1,1,1,0
2025-01-22,ORD00201,DVR0733,4.62,Success,Yes,63442.34,12958.51,0.0,1,1,1,1,0
2025-01-23,ORD00202,DVR0484,4.61,Success,No,51646.26,11233.15,0.0,1,1,1,1,0
2025-01-24,ORD00203,DVR0406,4.61,Success,Yes,65420.71,13688.75,0.0,1,1,1,1,0
2025-01-25,ORD00204,DVR0230,4.94,Success,Yes,47051.07,9489.1,0.0,1,1,1,1,0
2025-01-26,ORD00205,DVR0748,4.71,Success,No,42685.14,9076.92,0.0,1,1,1,1,0
2025-01-27,ORD00206,DVR0654,4.75,Success,Yes,68952.48,13212.63,0.0,1,0,1,1,0
2025-01-28,ORD00207,DVR0170,4.61,Success,Yes,56687.24,10801.17,0.0,1,1,1,1,0
2025-01-29,ORD00208,DVR0540,4.87,Success,Yes,47031.13,10293.15,0.0,1,1,1,1,0
2025-01-30,ORD00209,DVR0035,4.77,Success,Yes,65127.59,14197.35,0.0,1,1,1,1,0
2025-01-31,ORD00210,DVR0524,4.64,Success,Yes,57323.22,12337.14,0.0,1,1,1,1,0
2025-02-01,ORD00211,DVR0159,4.38,Success,Yes,55517.39,10469.18,0.0,1,1,1,1,1
2025-02-02,ORD00212,DVR0838,4.74,Success,Yes,59141.52,12035.75,0.0,1,1,0,1,1
2025-02-03,ORD00213,DVR0698,4.82,Success,Yes,59531.72,11989.81,0.0,1,1,1,1,1
2025-02-04,ORD00214,DVR0242,4.5,Success,Yes,49719.34,9353.42,0.0,0,1,1,1,0
2025-02-05,ORD00215,DVR0085,4.64,Success,Yes,46772.3,9256.78,0.0,1,1,1,1,1
2025-02-06,ORD00216,DVR0795,4.81,Success,Yes,66371.31,13181.73,0.0,1,1,1,1,1
2025-02-07,ORD00217,DVR0577,4.39,Success,Yes,49889.91,9460.37,0.0,1,1,1,1,1
2025-02-08,ORD00218,DVR0681,4.57,Success,Yes,38632.87,8429.51,0.0,1,1,1,1,1
2025-02-09,ORD00219,DVR0556,4.78,Success,Yes,50864.11,10158.0,0.0,1,1,1,1,1
2025-02-10,ORD00220,DVR0573,4.92,Success,Yes,31376.88,6306.62,0.0,1,1,1,1,1
2025-02-11,ORD00221,DVR0952,5.0,Success,Yes,58932.73,12018.93,0.0,0,1,1,1,0
2025-02-12,ORD00222,DVR0645,5.0,Success,Yes,35079.36,7558.83,0.0,1,1,1,1,1
2025-02-13,ORD00223,DVR0795,4.73,Success,Yes,34468.97,6939.72,0.0,1,1,1,1,1
2025-02-14,ORD00224,DVR0027,4.6,Success,Yes,67854.25,13682.04,0.0,1,1,1,1,1
2025-02-15,ORD00225,DVR0619,4.88,Success,Yes,60902.27,11547.54,0.0,1,1,1,1,1
2025-02-16,ORD00226,DVR0555,4.59,Fail,No,46569.15,9505.35,18283.07,1,1,1,1,1
2025-02-17,ORD00227,DVR0339,4.55,Success,No,39583.05,7728.43,0.0,1,1,1,1,1
2025-02-18,ORD00228,DVR0797,4.64,Success,Yes,63739.62,13122.16,0.0,1,1,1,1,1
2025-02-19,ORD00229,DVR0957,4.61,Success,Yes,68743.35,13200.78,0.0,1,1,1,1,1
2025-02-20,ORD00230,DVR0330,4.78,Success,Yes,50334.16,10501.17,0.0,1,1,1,1,1
2025-02-21,ORD00231,DVR0639,4.58,Success,Yes,53203.04,10893.65,0.0,1,1,1,1,1
2025-02-22,ORD00232,DVR0505,4.72,Success,Yes,39722.14,7903.89,0.0,1,1,1,1,1
2025-02-23,ORD00233,DVR0347,5.0,Success,Yes,53570.01,9849.75,0.0,1,1,1,1,1
2025-02-24,ORD00234,DVR0472,4.72,Success,Yes,46023.91,9438.52,0.0,1,1,1,1,1
2025-02-25,ORD00235,DVR0230,5.0,Success,Yes,63823.14,13681.84,0.0,1,1,1,1,1
2025-02-26,ORD00236,DVR0189,4.94,Success,Yes,45084.52,8423.73,0.0,1,1,1,1,1
2025-02-27,ORD00237,DVR0224,4.82,Success,Yes,55951.17,10260.82,0.0,1,1,1,1,1
2025-02-28,ORD00238,DVR0384,4.63,Success,Yes,38138.64,6925.32,0.0,1,1,1,1,1
2025-03-01,ORD00239,DVR0376,4.91,Success,Yes,33626.91,6095.64,0.0,1,1,1,1,1
2025-03-02,ORD00240,DVR0282,4.65,Success,Yes,31614.21,6755.41,0.0,1,1,1,1,1
2025-03-03,ORD00241,DVR0957,4.7,Success,Yes,46625.82,9749.67,0.0,1,1,1,1,1
2025-03-04,ORD00242,DVR0632,4.77,Success,Yes,36541.15,6873.1,0.0,1,1,1,1,1
2025-03-05,ORD00243,DVR0627,4.7,Success,Yes,69739.21,15111.42,0.0,1,1,1,1,1
2025-03-06,ORD00244,DVR0972,4.56,Success,Yes,61935.34,11483.65,0.0,1,1,1,1,1
2025-03-07,ORD00245,DVR0744,4.39,Success,Yes,57734.93,11256.38,0.0,1,1,1,1,1
2025-03-08,ORD00246,DVR0258,4.89,Success,Yes,62132.74,12307.52,0.0,1,1,1,1,1
2025-03-09,ORD00247,DVR0358,4.81,Success,Yes,40509.89,7414.76,0.0,1,1,1,1,1
2025-03-10,ORD00248,DVR0709,4.36,Success,Yes,65170.56,12636.5,0.0,1,1,1,1,1
2025-03-11,ORD00249,DVR0455,4.55,Success,Yes,69825.46,12853.14,0.0,1,1,1,1,1
2025-03-12,ORD00250,DVR0410,4.74,Success,Yes,41594.18,8800.95,0.0,1,1,1,1,1
2025-03-13,ORD00251,DVR0648,4.79,Success,Yes,69385.95,12619.44,0.0,1,1,1,1,1
2025-03-14,ORD00252,DVR0317,4.4,Success,Yes,42815.86,7736.2,0.0,1,1,1,1,1
2025-03-15,ORD00253,DVR0676,4.68,Success,Yes,30468.92,6377.14,0.0,1,1,1,1,1
2025-03-16,ORD00254,DVR0224,4.81,Success,Yes,44688.56,9439.74,0.0,1,1,1,1,1
2025-03-17,ORD00255,DVR0818,4.63,Success,Yes,69900.6,13967.9,0.0,1,1,1,1,1
