date,campaign_id,marketing_spend,new_customers,revenue_attributed,budgeted_spend,actual_spend,brand_awareness_index,lead_quality_score,leads,conversions,conversion_rate
2025-03-03,CMP00061,907023.55,44,3727480.45,859561.04,907023.55,89,8.85,209,54,25.84
2025-03-04,CMP00062,1743106.26,48,4670272.15,1743432.06,1743106.26,57,7.92,67,19,28.36
2025-03-05,CMP00063,1035129.99,60,5384373.82,1169890.01,1035129.99,58,7.67,91,14,15.38
2025-03-06,CMP00064,921401.76,13,3627994.19,893635.92,921401.76,51,6.45,261,33,12.64
2025-03-07,CMP00065,1314044.12,89,5644412.26,1371180.89,1314044.12,63,6.26,51,15,29.41
2025-03-08,CMP00066,711386.34,86,1842158.45,760912.95,711386.34,69,9.91,237,38,16.03
2025-03-09,CMP00067,1703295.47,93,5617988.55,1841530.79,1703295.47,51,8.57,82,20,24.39
2025-03-10,CMP00068,611825.97,60,2227266.01,722393.73,611825.97,53,7.81,223,39,17.49
2025-03-11,CMP00069,1980330.4,14,10362774.55,2175289.78,1980330.4,84,9.05,258,74,28.68
2025-03-12,CMP00070,1658367.15,64,8425563.31,1883722.07,1658367.15,63,6.36,108,23,21.3
2025-03-13,CMP00071,798073.52,29,2307956.71,857580.68,798073.52,70,8.43,149,27,18.12
2025-03-14,CMP00072,508283.18,33,2269340.21,584563.32,508283.18,97,8.64,271,36,13.28
2025-03-15,CMP00073,1723192.14,45,5124472.61,1687175.85,1723192.14,64,7.81,234,35,14.96
2025-03-16,CMP00074,1560286.02,43,9288364.93,1502498.18,1560286.02,88,7.01,239,64,26.78
2025-03-17,CMP00075,1593510.75,63,9255900.04,1876989.96,1593510.75,99,9.82,240,26,10.83
2025-03-18,CMP00076,1656905.52,43,7046916.74,1835924.66,1656905.52,69,7.2,122,16,13.11
2025-03-19,CMP00077,611066.98,92,2930439.1,673064.41,611066.98,55,6.5,208,28,13.46
2025-03-20,CMP00078,1037698.59,26,5401969.89,1079402.21,1037698.59,77,8.52,216,24,11.11
2025-03-21,CMP00079,673803.59,14,3290852.48,682569.22,673803.59,97,8.3,134,31,23.13
2025-03-22,CMP00080,1794655.14,98,8613114.91,1914371.84,1794655.14,92,9.02,71,21,29.58
2025-03-23,CMP00081,1434947.19,27,8371791.9,1343354.37,1434947.19,51,9.02,66,8,12.12
2025-03-24,CMP00082,996347.04,64,4369803.18,1032627.79,996347.04,77,8.48,180,46,25.56
2025-03-25,CMP00083,595337.53,62,2705934.5,617133.02,595337.53,83,6.83,81,10,12.35
2025-03-26,CMP00084,966473.48,59,5216129.86,1025912.52,966473.48,63,9.55,82,24,29.27
2025-03-27,CMP00085,987774.98,81,4622355.71,1077075.45,987774.98,58,6.99,241,48,19.92
2025-03-28,CMP00086,1594409.27,88,7863196.81,1892875.53,1594409.27,72,6.38,59,15,25.42
2025-03-29,CMP00087,1456336.21,54,4276785.77,1595635.84,1456336.21,93,7.21,54,7,12.96
2025-03-30,CMP00088,1830819.11,22,6380528.54,2133119.47,1830819.11,84,7.93,117,32,27.35
2025-03-31,CMP00089,1208322.39,25,3128594.84,1289148.47,1208322.39,71,6.83,292,33,11.3
2025-01-01,CMP00090,679391.37,95,2733233.45,739231.05,679391.37,54,7.33,215,22,10.23
2025-01-02,CMP00091,1569867.18,93,6001460.32,1445770.88,1569867.18,90,8.05,273,66,24.18
2025-01-03,CMP00092,1641177.57,22,9828440.12,1542672.64,1641177.57,78,7.29,151,18,11.92
2025-01-04,CMP00093,1341915.8,29,5964593.79,1441084.89,1341915.8,84,6.36,218,59,27.06
2025-01-05,CMP00094,1656450.77,75,8523730.07,1687449.36,1656450.77,99,6.79,261,58,22.22
2025-01-06,CMP00095,1240693.39,56,4139025.96,1413947.73,1240693.39,83,9.18,122,20,16.39
2025-01-07,CMP00096,1284099.24,28,6839345.39,1364937.6,1284099.24,53,9.82,238,36,15.13
2025-01-08,CMP00097,1141311.53,54,5090637.32,1329271.06,1141311.53,94,6.59,192,22,11.46
2025-01-09,CMP00098,538128.69,46,2576543.66,641287.69,538128.69,98,8.72,101,23,22.77
2025-01-10,CMP00099,661837.14,63,2103135.18,624966.56,661837.14,58,9.62,57,16,28.07
2025-01-11,CMP00100,547143.78,15,2295023.89,557237.67,547143.78,63,7.2,233,58,24.89
2025-01-12,CMP00101,1454615.62,23,6598351.58,1599341.59,1454615.62,94,9.32,147,32,21.77
2025-01-13,CMP00102,971533.97,13,4232369.9,963418.38,971533.97,54,9.62,79,9,11.39
2025-01-14,CMP00103,1262856.04,95,7148743.7,1237737.46,1262856.04,99,7.2,123,32,26.02
2025-01-15,CMP00104,1861349.71,64,10410697.67,2129610.35,1861349.71,96,6.23,127,37,29.13
2025-01-16,CMP00105,873938.34,43,5142197.46,1043581.61,873938.34,76,9.67,173,26,15.03
2025-01-17,CMP00106,1115574.38,36,5209411.1,1262987.49,1115574.38,60,7.32,297,54,18.18
2025-01-18,CMP00107,1633326.71,16,9616466.65,1726594.54,1633326.71,79,6.05,211,21,9.95
2025-01-19,CMP00108,843197.25,12,4494167.14,870814.8,843197.25,86,7.9,236,62,26.27
2025-01-20,CMP00109,615469.86,56,1897695.8,653563.95,615469.86,88,6.46,233,24,10.3
2025-01-21,CMP00110,934627.18,11,3467226.34,970939.23,934627.18,83,9.61,263,51,19.39
2025-01-22,CMP00111,741831.93,89,2191052.36,779566.26,741831.93,73,6.62,190,40,21.05
2025-01-23,CMP00112,1894546.48,34,3820899.83,1820727.21,1894546.48,65,7.22,228,25,10.96
2025-01-24,CMP00113,1712180.57,69,4712254.83,2005173.33,1712180.57,79,9.16,108,14,12.96
2025-01-25,CMP00114,1450105.63,88,2923764.38,1633341.7,1450105.63,73,9.23,111,28,25.23
2025-01-26,CMP00115,1807190.89,33,8817923.82,1995668.66,1807190.89,52,9.61,78,11,14.1
2025-01-27,CMP00116,1705508.12,24,6314025.04,2020988.73,1705508.12,78,7.99,142,34,23.94
2025-01-28,CMP00117,779855.09,23,2534762.15,768405.49,779855.09,91,9.95,111,27,24.32
2025-01-29,CMP00118,1838838.5,63,9280403.8,1699726.36,1838838.5,61,8.06,184,33,17.93
2025-01-30,CMP00119,1309013.36,87,6976971.96,1502539.99,1309013.36,76,9.16,221,24,10.86
2025-01-31,CMP00120,1711160.23,15,10097895.59,2052579.63,1711160.23,78,7.45,183,18,9.84
2025-02-01,CMP00121,1844136.95,87,8424117.8,1979735.84,1844136.95,51,9.77,276,54,19.57
2025-02-02,CMP00122,977005.21,90,3757675.21,896541.81,977005.21,78,8.74,111,12,10.81
2025-02-03,CMP00123,665077.89,27,2142253.93,754291.71,665077.89,89,6.31,278,68,24.46
2025-02-04,CMP00124,841902.74,29,2432486.72,776339.32,841902.74,58,6.43,117,20,17.09
2025-02-05,CMP00125,1140661.68,71,3252829.25,1211387.49,1140661.68,93,9.56,255,60,23.53
2025-02-06,CMP00126,1727022.15,90,6280760.75,1698111.35,1727022.15,77,9.24,247,44,17.81
2025-02-07,CMP00127,1791095.87,89,10687729.52,2103656.49,1791095.87,86,7.32,66,14,21.21
2025-02-08,CMP00128,510428.2,49,1022599.4,528497.03,510428.2,72,8.09,226,60,26.55
2025-02-09,CMP00129,1266120.95,48,3530987.97,1480777.84,1266120.95,62,9.41,201,55,27.36
2025-02-10,CMP00130,1126116.5,61,3100842.78,1114544.89,1126116.5,54,6.41,254,26,10.24
2025-02-11,CMP00131,833161.72,41,4056229.46,846666.25,833161.72,81,6.55,297,68,22.9
2025-02-12,CMP00132,679798.05,82,2318069.82,804973.18,679798.05,77,8.86,189,40,21.16
2025-02-13,CMP00133,1006422.76,36,3853636.24,966562.72,1006422.76,64,6.33,106,24,22.64
2025-02-14,CMP00134,1914364.56,61,4966812.19,2055166.73,1914364.56,73,7.41,206,22,10.68
2025-02-15,CMP00135,984804.4,72,3564980.26,1001105.96,984804.4,81,7.01,137,15,10.95
2025-02-16,CMP00136,1278185.93,83,3084006.05,1447226.1,1278185.93,70,9.04,111,22,19.82
2025-02-17,CMP00137,1554528.44,72,6423580.68,1459374.06,1554528.44,54,6.01,147,16,10.88
2025-02-18,CMP00138,1045444.4,26,2500445.26,1078025.14,1045444.4,86,6.46,127,32,25.2
2025-02-19,CMP00139,1957673.12,58,10105574.28,2172390.29,1957673.12,85,6.4,76,19,25.0
2025-02-20,CMP00140,1943670.94,90,8292491.05,1986635.53,1943670.94,77,7.27,182,22,12.09
2025-02-21,CMP00141,877673.44,91,4296976.38,805317.62,877673.44,81,6.93,89,17,19.1
2025-02-22,CMP00142,1245872.76,32,4577418.18,1384829.53,1245872.76,72,6.91,224,49,21.88
2025-02-23,CMP00143,951317.46,81,3354312.23,999796.12,951317.46,65,7.48,186,50,26.88
2025-02-24,CMP00144,927260.74,22,2218782.47,837680.5,927260.74,99,6.86,193,57,29.53
2025-02-25,CMP00145,555330.42,32,2274312.66,601865.31,555330.42,59,6.42,62,6,9.68
2025-02-26,CMP00146,1414346.5,66,5739430.34,1663221.0,1414346.5,78,8.33,231,45,19.48
2025-02-27,CMP00147,1254018.53,71,4856071.61,1170385.26,1254018.53,76,9.81,192,50,26.04
2025-02-28,CMP00148,577218.13,63,2864198.76,621780.16,577218.13,84,8.43,277,71,25.63
2025-03-01,CMP00149,917969.7,29,4892794.66,1026841.52,917969.7,91,9.03,202,42,20.79
2025-03-02,CMP00150,1862398.83,95,9317876.91,1715701.59,1862398.83,94,9.89,193,26,13.47
2025-03-03,CMP00151,859342.84,61,2213205.66,779238.89,859342.84,73,6.61,93,19,20.43
2025-03-04,CMP00152,717342.31,32,3219603.04,745504.28,717342.31,72,7.84,165,29,17.58
2025-03-05,CMP00153,1234179.14,44,2864890.69,1403701.06,1234179.14,52,8.33,167,30,17.96
2025-03-06,CMP00154,1978475.68,76,9454124.57,1876021.95,1978475.68,85,7.29,285,47,16.49
2025-03-07,CMP00155,863082.91,43,3044401.01,993400.82,863082.91,94,8.45,144,18,12.5
2025-03-08,CMP00156,1508203.32,42,3815748.1,1654458.59,1508203.32,63,8.5,96,23,23.96
2025-03-09,CMP00157,1642429.42,55,8948289.6,1641857.83,1642429.42,53,9.37,278,67,24.1
2025-03-10,CMP00158,856456.32,90,3816397.93,903345.37,856456.32,93,9.33,210,43,20.48
2025-03-11,CMP00159,1592324.52,54,5443998.1,1894344.68,1592324.52,97,6.57,133,22,16.54
2025-03-12,CMP00160,1051674.7,28,2232609.39,1014793.62,1051674.7,91,6.68,203,53,26.11
2025-03-13,CMP00161,1448458.75,96,6010004.48,1520679.8,1448458.75,81,6.89,276,36,13.04
2025-03-14,CMP00162,1450294.57,24,8256387.05,1576971.95,1450294.57,69,7.04,89,16,17.98
2025-03-15,CMP00163,1303662.03,87,5717235.03,1227273.15,1303662.03,66,8.26,120,27,22.5
2025-03-16,CMP00164,635434.66,75,3740551.21,580187.83,635434.66,78,7.31,222,58,26.13
2025-03-17,CMP00165,1752953.74,48,4462677.47,1584736.77,1752953.74,88,9.81,155,35,22.58
2025-03-18,CMP00166,981170.1,27,4192756.11,978626.77,981170.1,81,6.47,144,17,11.81
2025-03-19,CMP00167,779777.77,79,4048996.22,719098.73,779777.77,53,6.99,258,31,12.02
2025-03-20,CMP00168,561162.71,68,2301980.86,640360.16,561162.71,73,9.47,220,24,10.91
2025-03-21,CMP00169,1386339.41,41,3277674.33,1662492.48,1386339.41,93,8.34,249,52,20.88
2025-03-22,CMP00170,1516346.54,30,6568121.77,1392599.24,1516346.54,91,8.19,72,10,13.89
2025-03-23,CMP00171,524881.74,49,2334123.71,540532.6,524881.74,51,8.38,96,12,12.5
2025-03-24,CMP00172,1268139.59,36,6232699.37,1151115.21,1268139.59,63,7.01,93,10,10.75
2025-03-25,CMP00173,839743.66,11,4236377.5,789524.69,839743.66,89,9.05,131,29,22.14
2025-03-26,CMP00174,1467759.19,89,7460753.17,1463175.04,1467759.19,91,7.99,219,54,24.66
2025-03-27,CMP00175,761549.64,48,3544082.64,775340.9,761549.64,87,6.17,61,16,26.23
2025-03-28,CMP00176,1536406.61,95,4399108.15,1815932.57,1536406.61,83,6.71,143,31,21.68
2025-03-29,CMP00177,1080103.02,65,3906671.08,1100356.08,1080103.02,95,9.27,213,36,16.9
2025-03-30,CMP00178,1905094.98,22,9724595.22,1998222.31,1905094.98,92,7.38,128,24,18.75
2025-03-31,CMP00179,706281.42,65,4106113.89,687688.57,706281.42,51,9.09,259,58,22.39
2025-01-01,CMP00180,1011599.53,75,2342649.91,910477.55,1011599.53,85,8.65,266,64,24.06
2025-01-02,CMP00181,670210.28,87,2776109.31,784012.21,670210.28,55,7.21,190,43,22.63
2025-01-03,CMP00182,1887040.43,65,6133049.51,1744596.1,1887040.43,85,6.51,265,77,29.06
2025-01-04,CMP00183,1816009.03,37,5269287.45,2159733.51,1816009.03,71,9.23,130,32,24.62
2025-01-05,CMP00184,886912.44,73,3568264.03,833035.38,886912.44,54,8.57,242,60,24.79
2025-01-06,CMP00185,1489976.07,80,6592186.59,1611354.8,1489976.07,87,7.2,169,44,26.04
2025-01-07,CMP00186,1725833.3,91,3519127.57,2070694.79,1725833.3,90,8.09,150,28,18.67
2025-01-08,CMP00187,1332801.22,73,6825043.53,1254884.83,1332801.22,71,8.45,162,24,14.81
2025-01-09,CMP00188,1294475.87,65,6834222.28,1329663.51,1294475.87,97,6.01,76,20,26.32
2025-01-10,CMP00189,862778.44,50,5057644.57,978500.41,862778.44,60,8.68,197,37,18.78
2025-01-11,CMP00190,639654.15,50,1741506.35,581865.9,639654.15,92,8.62,67,14,20.9
2025-01-12,CMP00191,1845823.64,13,8081403.98,2043206.47,1845823.64,80,6.33,113,21,18.58
2025-01-13,CMP00192,1850627.09,66,6859352.07,1710186.7,1850627.09,91,9.15,58,10,17.24
2025-01-14,CMP00193,1449652.19,39,4840840.09,1407548.55,1449652.19,78,9.3,251,58,23.11
2025-01-15,CMP00194,1008544.69,97,4298955.84,956123.41,1008544.69,82,7.16,167,38,22.75
2025-01-16,CMP00195,1023814.36,93,5251688.9,1200116.14,1023814.36,71,6.65,172,27,15.7
2025-01-17,CMP00196,1588933.52,55,3324384.4,1516060.29,1588933.52,98,8.75,74,10,13.51
2025-01-18,CMP00197,1845665.39,65,10848083.73,1683487.19,1845665.39,76,6.49,162,20,12.35
2025-01-19,CMP00198,1830629.64,40,9591632.22,1970284.17,1830629.64,57,9.43,178,21,11.8
2025-01-20,CMP00199,1669813.32,97,8356772.48,1676249.24,1669813.32,97,7.92,108,28,25.93
2025-01-21,CMP00200,1463047.47,16,7376026.28,1494812.96,1463047.47,55,9.64,213,33,15.49
2025-01-22,CMP00201,626209.95,99,2226954.65,585956.44,626209.95,95,8.57,67,15,22.39
2025-01-23,CMP00202,742443.07,86,3717028.02,834855.22,742443.07,74,7.14,96,15,15.62
2025-01-24,CMP00203,1847831.28,63,6554406.92,1996519.05,1847831.28,83,7.87,128,29,22.66
2025-01-25,CMP00204,1409643.59,17,7886712.47,1422704.1,1409643.59,58,8.12,210,62,29.52
2025-01-26,CMP00205,513795.58,64,1391815.47,488862.36,513795.58,85,9.26,71,8,11.27
2025-01-27,CMP00206,652207.31,78,2067099.13,703102.65,652207.31,80,9.45,137,31,22.63
2025-01-28,CMP00207,1495252.65,53,6288060.99,1694987.28,1495252.65,68,8.73,114,17,14.91
2025-01-29,CMP00208,507592.38,22,1663301.12,504404.29,507592.38,98,7.18,188,21,11.17
2025-01-30,CMP00209,741212.08,29,2740223.24,672841.28,741212.08,50,8.11,156,18,11.54
2025-01-31,CMP00210,1323100.68,87,5252300.54,1275870.21,1323100.68,73,6.52,203,35,17.24
2025-02-01,CMP00211,1537842.8,41,8343432.93,1698884.69,1537842.8,83,6.92,139,28,20.14
2025-02-02,CMP00212,1477941.89,69,6048874.77,1768695.79,1477941.89,66,7.21,247,56,22.67
2025-02-03,CMP00213,836403.96,59,2885459.33,756119.95,836403.96,83,6.29,274,58,21.17
2025-02-04,CMP00214,1568268.83,36,4690605.28,1555481.27,1568268.83,84,9.54,240,67,27.92
2025-02-05,CMP00215,855873.63,34,3110847.23,786210.88,855873.63,85,6.49,255,33,12.94
2025-02-06,CMP00216,988099.55,61,4014593.55,983064.97,988099.55,62,8.79,265,70,26.42
2025-02-07,CMP00217,1619737.11,77,8073513.91,1655005.76,1619737.11,74,8.02,87,17,19.54
2025-02-08,CMP00218,1474449.35,30,3662819.86,1734333.77,1474449.35,61,9.33,175,47,26.86
2025-02-09,CMP00219,1773835.12,27,5120062.88,1639322.08,1773835.12,70,8.96,98,18,18.37
2025-02-10,CMP00220,1486419.34,48,5230138.97,1684321.53,1486419.34,86,9.04,154,30,19.48
2025-02-11,CMP00221,1352462.91,24,4654627.72,1377700.3,1352462.91,95,7.67,194,35,18.04
2025-02-12,CMP00222,640512.15,62,2284701.94,732348.05,640512.15,87,9.34,106,12,11.32
2025-02-13,CMP00223,1051573.7,47,5440931.77,1108380.4,1051573.7,50,6.38,63,8,12.7
2025-02-14,CMP00224,897803.55,57,2959714.99,818603.46,897803.55,97,7.78,132,26,19.7
2025-02-15,CMP00225,865984.47,61,3470513.06,1025205.9,865984.47,55,9.98,57,11,19.3
2025-02-16,CMP00226,1959515.83,97,8809254.49,1812199.86,1959515.83,94,9.79,233,45,19.31
2025-02-17,CMP00227,1089646.59,81,3191263.44,1176061.07,1089646.59,94,6.33,72,7,9.72
2025-02-18,CMP00228,1838069.83,37,8960188.89,2138227.24,1838069.83,60,8.29,93,18,19.35
2025-02-19,CMP00229,1446707.94,94,6059457.04,1336658.23,1446707.94,65,7.26,115,14,12.17
2025-02-20,CMP00230,1692216.96,25,6408636.57,1804187.6,1692216.96,71,8.91,52,11,21.15
2025-02-21,CMP00231,1253955.64,25,6569644.27,1438646.96,1253955.64,95,8.94,230,36,15.65
2025-02-22,CMP00232,1365355.83,44,4060542.35,1632825.5,1365355.83,60,6.0,190,56,29.47
2025-02-23,CMP00233,1238776.54,26,6853783.77,1384082.82,1238776.54,86,9.38,118,20,16.95
2025-02-24,CMP00234,792864.48,82,3365071.42,779782.46,792864.48,75,6.89,131,34,25.95
2025-02-25,CMP00235,1583678.17,61,7026304.17,1757678.63,1583678.17,75,9.86,50,7,14.0
2025-02-26,CMP00236,921158.54,91,5066589.23,1024079.61,921158.54,91,9.62,278,38,13.67
2025-02-27,CMP00237,536473.95,21,2827395.16,595480.61,536473.95,70,6.76,70,10,14.29
2025-02-28,CMP00238,1468208.44,92,6469290.91,1697657.31,1468208.44,75,8.55,285,47,16.49
2025-03-01,CMP00239,765666.02,57,3838092.97,709170.6,765666.02,64,7.19,132,35,26.52
2025-03-02,CMP00240,1910687.88,31,7133128.95,1781766.04,1910687.88,88,6.41,105,26,24.76
2025-03-03,CMP00241,1930892.87,58,8089496.95,2108892.49,1930892.87,84,9.5,151,28,18.54
2025-03-04,CMP00242,1872296.59,61,4209448.0,2220851.43,1872296.59,60,6.72,275,37,13.45
2025-03-05,CMP00243,1055238.05,88,2489762.08,1097185.44,1055238.05,58,7.68,179,19,10.61
2025-03-06,CMP00244,523184.92,10,2782141.29,621632.0,523184.92,91,9.7,261,58,22.22
2025-03-07,CMP00245,1892477.84,75,4236664.82,2235821.73,1892477.84,72,6.3,80,19,23.75
2025-03-08,CMP00246,1142276.22,73,3058554.81,1337460.29,1142276.22,53,8.2,190,42,22.11
2025-03-09,CMP00247,1949982.23,17,10107402.63,2287241.98,1949982.23,79,8.29,63,12,19.05
2025-03-10,CMP00248,1945429.97,95,3899777.41,2275171.86,1945429.97,77,9.05,279,82,29.39
2025-03-11,CMP00249,1779514.18,34,5569198.39,2039264.2,1779514.18,74,9.31,125,13,10.4
2025-03-12,CMP00250,941673.34,75,4083241.21,1043838.95,941673.34,71,7.7,234,69,29.49
2025-03-13,CMP00251,1077646.59,82,4722031.53,977772.95,1077646.59,74,8.97,62,9,14.52
2025-03-14,CMP00252,1776705.01,82,9076495.88,1669527.19,1776705.01,75,9.64,137,24,17.52
2025-03-15,CMP00253,975383.01,86,3924653.51,917123.01,975383.01,99,9.55,281,70,24.91
2025-03-16,CMP00254,754239.12,79,3045321.51,684141.71,754239.12,78,8.01,144,20,13.89
2025-03-17,CMP00255,1335201.89,88,6544147.99,1248427.83,1335201.89,95,8.43,191,46,24.08
2025-03-18,CMP00256,1904232.16,60,7606451.27,2239232.17,1904232.16,90,8.69,163,27,16.56
2025-03-19,CMP00257,1544044.7,62,6846239.15,1697123.28,1544044.7,81,9.28,143,41,28.67
2025-03-20,CMP00258,1355091.76,24,7576448.49,1346448.86,1355091.76,75,8.03,204,27,13.24
2025-03-21,CMP00259,645764.74,59,2328501.1,734885.44,645764.74,77,6.45,149,42,28.19
2025-03-22,CMP00260,1422510.84,80,5036400.03,1488673.02,1422510.84,69,7.54,119,30,25.21
2025-03-23,CMP00261,1985080.78,84,3998341.7,1871212.8,1985080.78,97,8.88,175,23,13.14
2025-03-24,CMP00262,710126.02,47,3162691.84,827545.8,710126.02,51,8.5,167,29,17.37
2025-03-25,CMP00263,1277494.48,49,2707122.75,1279536.66,1277494.48,72,9.01,176,21,11.93
2025-03-26,CMP00264,1816059.61,75,7294374.06,2015204.66,1816059.61,88,8.0,237,52,21.94
2025-03-27,CMP00265,1611152.93,48,8405280.36,1590495.13,1611152.93,54,6.7,299,87,29.1
