date,project_id,cloud_cost,orders_processed,dev_cost,budget,it_expense,total_revenue,uptime_minutes,scheduled_minutes,incident_count,downtime_minutes,internal_nps
2025-01-27,PRJ0020,0.0496,14,1051090.49,1193038.87,225845.38,4674645.82,43022.12,43200,3,33.05,54
2025-01-28,PRJ0160,0.0594,8,743757.73,677583.19,118516.94,1137084.92,43114.4,43200,2,22.68,48
2025-01-29,PRJ0057,0.0817,11,877198.96,918302.75,251553.83,1380425.36,43142.68,43200,1,21.25,32
2025-01-30,PRJ0021,0.0625,15,822100.25,870704.82,208148.61,4352512.56,43067.26,43200,4,1.08,65
2025-01-31,PRJ0088,0.0964,19,1597490.03,1767804.22,291346.38,2970815.31,43168.95,43200,1,52.99,30
2025-02-01,PRJ0048,0.0694,8,1205509.42,1098504.64,227495.05,4757019.42,43118.74,43200,3,14.65,68
2025-02-02,PRJ0058,0.057,13,1562946.05,1681251.53,130338.51,2846611.99,43079.03,43200,3,22.12,64
2025-02-03,PRJ0169,0.0121,18,1124329.52,1012941.53,195510.02,4704491.94,43065.07,43200,1,2.2,40
2025-02-04,PRJ0187,0.0472,17,1834603.4,1797092.2,111564.45,1958518.5,43022.4,43200,4,57.45,57
2025-02-05,PRJ0014,0.0369,6,1975280.46,2073857.38,249085.91,3465798.49,43128.07,43200,4,30.18,36
2025-02-06,PRJ0189,0.0773,15,1504763.76,1765666.32,200366.3,4977872.01,43072.81,43200,2,2.37,43
2025-02-07,PRJ0189,0.0287,13,1795718.84,1684342.87,173930.67,2504251.23,43064.11,43200,1,15.82,50
2025-02-08,PRJ0174,0.0285,18,1261899.9,1199797.69,293709.88,1005818.74,43189.99,43200,4,52.88,35
2025-02-09,PRJ0189,0.0271,11,1901931.26,2093598.42,288119.7,1256208.82,43054.56,43200,3,23.17,65
2025-02-10,PRJ0050,0.0213,13,1747379.73,1769149.47,290566.4,4436238.41,43175.31,43200,1,41.67,62
2025-02-11,PRJ0107,0.038,1,1987667.86,2160647.48,144194.05,2967542.54,43194.98,43200,4,37.22,36
2025-02-12,PRJ0054,0.0897,18,1434640.6,1720473.01,245713.92,3146872.79,43164.55,43200,1,28.84,60
2025-02-13,PRJ0063,0.0797,5,1668810.11,1995999.52,289076.43,4197704.42,43003.9,43200,1,50.16,56
2025-02-14,PRJ0130,0.0762,6,1314302.21,1322337.95,214174.05,4246316.03,43173.72,43200,2,3.38,52
2025-02-15,PRJ0050,0.0818,1,888680.16,934160.68,142832.07,2909685.23,43042.68,43200,4,54.83,30
2025-02-16,PRJ0134,0.0342,7,1032132.76,1209047.59,263562.49,4432243.11,43070.66,43200,3,43.37,55
2025-02-17,PRJ0020,0.0899,4,1841008.12,1707811.73,275983.65,2873699.83,43198.32,43200,1,51.96,65
2025-02-18,PRJ0072,0.0224,9,583921.92,604762.78,240647.08,3700085.5,43081.0,43200,2,2.0,64
2025-02-19,PRJ0166,0.0403,15,1387219.83,1405632.68,158710.58,1133447.32,43130.97,43200,1,6.0,32
2025-02-20,PRJ0017,0.0628,6,1058726.05,1046513.47,138138.78,1551997.55,43062.14,43200,2,13.15,49
2025-02-21,PRJ0131,0.0193,17,1080038.81,1294168.67,224853.96,4405680.15,43073.89,43200,3,36.02,50
2025-02-22,PRJ0088,0.0757,18,1826856.81,2046197.99,196560.1,2252473.69,43119.53,43200,3,6.45,59
2025-02-23,PRJ0059,0.0449,4,1780733.56,1810336.65,233756.54,2338975.76,43189.66,43200,2,55.96,67
2025-02-24,PRJ0013,0.0806,9,1398263.56,1606194.53,122339.93,3651964.79,43056.49,43200,2,45.17,59
2025-02-25,PRJ0008,0.0544,14,909378.27,952027.96,127182.71,3370152.6,43049.47,43200,1,48.65,55
2025-02-26,PRJ0089,0.0263,3,1213184.52,1409535.19,172577.91,1328754.56,43005.25,43200,4,35.45,35
2025-02-27,PRJ0052,0.0761,1,1112440.09,1090095.57,151752.06,4063060.14,43040.42,43200,2,38.23,52
2025-02-28,PRJ0129,0.0327,11,1030427.04,996505.45,223867.73,3468889.72,43052.48,43200,3,14.04,36
2025-03-01,PRJ0083,0.0542,1,654178.37,637291.41,173508.11,4421327.41,43012.58,43200,3,54.69,58
2025-03-02,PRJ0091,0.0168,12,1314670.83,1395581.16,236794.16,3141987.64,43112.72,43200,3,39.29,49
2025-03-03,PRJ0110,0.0656,9,952746.95,940736.64,253759.68,2657299.34,43025.35,43200,3,25.65,40
2025-03-04,PRJ0187,0.0699,5,1491211.91,1407906.71,137433.51,2485361.83,43102.22,43200,3,53.02,35
2025-03-05,PRJ0198,0.0441,15,978805.9,1172989.61,283964.77,1017675.7,43037.8,43200,3,51.97,49
2025-03-06,PRJ0171,0.0959,18,1146745.24,1341840.97,257431.97,1159136.89,43187.15,43200,3,1.03,56
2025-03-07,PRJ0007,0.0887,9,578540.56,630900.64,225356.16,1524845.7,43061.42,43200,1,55.57,59
2025-03-08,PRJ0174,0.0737,13,1988807.1,2321858.43,281785.77,4718149.55,43018.59,43200,4,22.44,45
2025-03-09,PRJ0034,0.0742,13,1261415.57,1489276.19,153173.75,4522602.13,43167.23,43200,4,25.91,62
2025-03-10,PRJ0080,0.0327,13,536356.39,591511.25,184342.64,2988785.42,43080.41,43200,3,6.03,44
2025-03-11,PRJ0163,0.0691,10,1311845.99,1384789.79,117157.4,1720785.57,43164.02,43200,2,52.78,61
2025-03-12,PRJ0049,0.0278,10,1805531.0,2102722.37,191236.36,1584445.44,43062.5,43200,2,32.81,50
2025-03-13,PRJ0103,0.023,7,1658828.2,1775508.68,201280.15,2024522.37,43100.01,43200,4,54.44,64
2025-03-14,PRJ0131,0.1,5,1551360.03,1455238.02,223213.38,4634891.32,43089.07,43200,1,47.07,69
2025-03-15,PRJ0001,0.066,7,709196.98,716329.23,112807.84,3085872.24,43111.58,43200,3,53.98,30
2025-03-16,PRJ0133,0.0488,10,1486605.62,1536817.64,106493.2,4216167.38,43080.33,43200,3,56.95,55
2025-03-17,PRJ0053,0.0359,10,1649447.57,1947355.46,183978.03,3027017.42,43099.36,43200,3,53.27,65
2025-03-18,PRJ0105,0.0644,13,1358628.6,1491442.21,137826.66,3437789.27,43135.87,43200,3,13.38,56
2025-03-19,PRJ0003,0.0145,15,1839123.51,2138134.22,251757.67,3440410.46,43082.94,43200,4,5.14,46
2025-03-20,PRJ0053,0.0185,6,915484.67,1032005.28,233747.26,1125351.11,43136.88,43200,3,37.59,44
2025-03-21,PRJ0190,0.013,12,863217.05,857138.51,165165.39,2781074.07,43142.86,43200,3,10.15,51
2025-03-22,PRJ0145,0.0549,19,1804354.62,2012960.93,109156.65,4456196.15,43149.79,43200,4,51.92,55
2025-03-23,PRJ0043,0.0641,11,1438097.36,1378545.63,136488.72,2956394.53,43094.19,43200,1,56.9,38
2025-03-24,PRJ0161,0.0156,6,502170.83,513441.42,238335.87,2741341.69,43000.76,43200,1,8.16,62
2025-03-25,PRJ0189,0.0749,1,1029697.11,1175736.54,298032.98,3106182.3,43150.7,43200,4,14.91,40
2025-03-26,PRJ0013,0.0307,2,1786783.98,1936121.15,165292.08,2523068.15,43181.82,43200,4,37.89,48
2025-03-27,PRJ0094,0.0717,15,540979.27,620840.66,260399.26,3061599.87,43130.52,43200,2,43.79,50
2025-03-28,PRJ0047,0.0984,4,504871.89,492962.5,273419.3,1541379.26,43104.91,43200,2,31.23,31
2025-03-29,PRJ0014,0.0722,5,921888.94,1037055.59,109636.17,4871787.14,43111.92,43200,2,22.77,40
2025-03-30,PRJ0199,0.0895,15,1871000.06,1797464.72,283244.32,1136519.76,43128.16,43200,4,19.06,33
2025-03-31,PRJ0189,0.0953,11,1852216.37,1970001.13,193240.54,2932829.72,43199.7,43200,3,40.29,37
2025-01-01,PRJ0039,0.0538,10,1278142.92,1316564.38,292848.44,1839970.13,43012.41,43200,4,44.93,38
2025-01-02,PRJ0081,0.0732,17,1329855.31,1418879.49,207711.17,1233423.22,43004.24,43200,4,18.04,69
2025-01-03,PRJ0110,0.0867,2,998012.02,938790.01,147028.7,3606821.51,43192.83,43200,4,20.23,30
2025-01-04,PRJ0052,0.0421,10,865604.99,872848.69,294933.66,4940725.03,43088.09,43200,4,28.14,54
2025-01-05,PRJ0023,0.0335,3,1722832.78,1895238.64,148660.98,3998419.82,43122.47,43200,1,27.56,34
2025-01-06,PRJ0153,0.0952,19,659442.29,703993.71,276495.65,2016082.67,43150.69,43200,4,50.72,43
2025-01-07,PRJ0187,0.0754,5,1231031.56,1310668.13,134625.7,2973556.25,43148.42,43200,1,26.78,63
2025-01-08,PRJ0123,0.0298,3,1451595.89,1528891.97,234953.51,1199126.22,43129.44,43200,4,58.73,38
2025-01-09,PRJ0040,0.0504,8,655520.44,775589.15,182258.32,3126681.03,43094.38,43200,3,19.35,63
2025-01-10,PRJ0156,0.0817,5,1279410.64,1510179.1,294403.63,1397852.79,43115.22,43200,3,41.88,46
2025-01-11,PRJ0014,0.0592,12,1366281.93,1377271.61,136954.53,4178430.57,43145.93,43200,1,45.78,64
2025-01-12,PRJ0044,0.0685,14,1613744.09,1622730.23,181758.93,1226825.6,43170.16,43200,2,38.19,67
2025-01-13,PRJ0064,0.0778,7,852254.07,908903.0,227955.26,1037443.86,43025.46,43200,2,22.66,64
2025-01-14,PRJ0088,0.066,11,939991.25,872952.85,295524.08,4446228.15,43055.59,43200,2,16.19,67
2025-01-15,PRJ0070,0.0586,8,1354281.72,1341960.48,160772.62,4770168.84,43079.52,43200,2,36.65,55
2025-01-16,PRJ0008,0.0775,5,1974689.61,1913988.18,179374.21,1346216.1,43133.1,43200,2,39.86,63
2025-01-17,PRJ0087,0.0755,8,826239.77,798987.82,192358.4,2115666.64,43079.13,43200,2,16.2,35
2025-01-18,PRJ0128,0.0667,12,1978855.74,2160023.26,150540.1,3966789.11,43047.78,43200,4,20.85,67
2025-01-19,PRJ0135,0.0424,15,1571513.8,1595565.98,263470.94,3158613.86,43006.63,43200,1,51.86,34
2025-01-20,PRJ0062,0.0465,19,1739123.1,1654513.57,118399.12,4796947.25,43168.5,43200,4,48.82,41
2025-01-21,PRJ0138,0.0973,16,634461.9,739954.87,240957.99,2556720.04,43083.79,43200,3,11.84,43
2025-01-22,PRJ0080,0.0201,14,950630.28,1104864.92,206785.79,1013291.56,43065.85,43200,1,56.07,39
2025-01-23,PRJ0135,0.0342,7,586604.42,679721.35,148385.39,1078982.56,43106.17,43200,1,38.05,59
2025-01-24,PRJ0162,0.0543,8,1057320.49,1075531.23,198566.09,3259417.82,43024.58,43200,3,30.31,40
2025-01-25,PRJ0162,0.0853,7,1971934.49,1808450.74,265989.82,4008421.59,43079.47,43200,2,12.85,41
2025-01-26,PRJ0032,0.0247,18,657909.59,613186.61,189088.32,4162468.07,43150.36,43200,2,44.08,69
2025-01-27,PRJ0122,0.0349,6,1343559.17,1320469.33,124379.55,4646068.16,43147.22,43200,3,55.33,56
2025-01-28,PRJ0004,0.0159,19,509105.93,491791.75,108160.39,1916298.16,43154.38,43200,4,4.83,30
2025-01-29,PRJ0040,0.0735,4,1569024.22,1823513.18,255559.26,3953623.62,43093.48,43200,4,31.72,57
2025-01-30,PRJ0027,0.0314,3,795789.04,951690.04,166086.63,4308392.38,43073.78,43200,1,52.75,49
2025-01-31,PRJ0134,0.045,17,694376.81,795062.9,286248.94,4345101.41,43166.29,43200,4,57.2,53
2025-02-01,PRJ0071,0.0499,19,1005526.72,1125138.82,223429.44,2646174.28,43034.66,43200,4,5.26,56
2025-02-02,PRJ0011,0.0902,15,1656566.45,1783438.31,187256.78,3503932.03,43145.03,43200,4,47.67,39
2025-02-03,PRJ0161,0.047,6,659919.63,746350.95,212892.98,3206261.21,43177.59,43200,3,17.6,56
2025-02-04,PRJ0032,0.0231,12,844758.49,1000286.97,191426.53,3389943.74,43057.23,43200,1,32.95,63
2025-02-05,PRJ0047,0.0572,19,512696.63,553919.18,281162.22,2128124.94,43039.56,43200,3,47.24,52
2025-02-06,PRJ0150,0.0967,6,1952622.29,1847930.44,191604.37,3732937.79,43102.5,43200,4,33.16,45
2025-02-07,PRJ0061,0.0647,11,1388218.4,1317637.9,120812.9,3840069.24,43043.28,43200,3,7.49,53
2025-02-08,PRJ0036,0.0985,10,1579849.45,1698589.1,219417.61,1783793.54,43174.15,43200,1,35.84,56
2025-02-09,PRJ0098,0.0857,16,1477074.76,1477134.67,224596.21,2774529.75,43048.88,43200,2,7.95,66
2025-02-10,PRJ0171,0.0132,18,716546.84,840562.62,253066.01,2688422.31,43062.79,43200,1,21.5,41
2025-02-11,PRJ0103,0.0693,14,1392409.91,1508665.97,286656.83,3995802.59,43177.68,43200,4,33.94,63
2025-02-12,PRJ0034,0.0358,4,697123.39,768890.7,188616.34,3666012.24,43041.12,43200,4,59.49,62
2025-02-13,PRJ0192,0.0604,12,1101854.68,993593.28,170415.32,2904783.32,43176.96,43200,1,43.89,63
2025-02-14,PRJ0100,0.0351,8,1353444.7,1420649.41,198154.2,3610125.24,43041.96,43200,2,18.89,40
2025-02-15,PRJ0174,0.0414,7,1338321.67,1377600.63,280039.78,2051446.42,43182.36,43200,2,52.72,62
2025-02-16,PRJ0130,0.0931,9,678610.14,754452.67,295996.48,1929391.53,43063.53,43200,2,14.34,57
2025-02-17,PRJ0000,0.0286,17,551653.95,559813.79,294247.0,1959678.61,43049.25,43200,1,23.66,40
2025-02-18,PRJ0004,0.0887,10,1697351.47,2024893.64,145939.1,1117990.7,43095.44,43200,4,39.17,68
2025-02-19,PRJ0141,0.0127,3,1588883.66,1749457.76,199379.07,3764305.05,43073.84,43200,4,25.22,60
2025-02-20,PRJ0102,0.0182,8,622728.36,683740.48,151894.81,4943392.35,43040.35,43200,4,44.05,59
2025-02-21,PRJ0026,0.0869,14,691123.28,812624.37,173596.56,2236128.57,43067.67,43200,3,39.39,51
2025-02-22,PRJ0136,0.0668,7,1838875.66,2204005.48,106336.82,4719333.45,43142.65,43200,4,40.37,37
2025-02-23,PRJ0014,0.0773,16,1653693.35,1586464.44,132120.24,3426170.44,43166.38,43200,2,25.8,32
2025-02-24,PRJ0089,0.0288,18,1994240.44,2279735.79,179415.19,1899737.06,43164.15,43200,3,4.25,48
2025-02-25,PRJ0041,0.0583,11,880981.17,835783.18,172940.93,1047458.55,43151.36,43200,1,52.49,51
2025-02-26,PRJ0123,0.0763,6,1231704.48,1277416.77,155766.51,3894925.71,43001.09,43200,2,5.37,67
2025-02-27,PRJ0178,0.0665,14,854689.36,794908.64,146061.92,3786296.94,43085.32,43200,1,28.38,32
2025-02-28,PRJ0062,0.0525,13,1434200.21,1558991.83,249791.14,1917013.33,43033.79,43200,4,18.81,51
2025-03-01,PRJ0095,0.0964,4,673121.36,700420.1,158909.94,2330820.36,43014.7,43200,3,18.48,42
2025-03-02,PRJ0051,0.0709,11,690864.76,752082.07,241308.73,4592186.96,43147.18,43200,1,14.37,62
2025-03-03,PRJ0095,0.0917,18,607831.84,670674.5,173725.02,1628933.24,43158.7,43200,2,17.03,44
2025-03-04,PRJ0131,0.0757,1,1540379.12,1672589.36,260395.85,4341775.47,43162.92,43200,2,57.37,34
2025-03-05,PRJ0150,0.0762,12,1241108.87,1226474.63,133446.67,1676893.77,43178.06,43200,1,58.35,40
2025-03-06,PRJ0142,0.0172,18,1426596.82,1642138.12,131520.78,2926908.54,43118.01,43200,4,34.68,63
2025-03-07,PRJ0170,0.0424,7,1818951.57,1938103.56,235934.45,2995861.15,43199.63,43200,3,31.95,59
2025-03-08,PRJ0028,0.0873,12,1610492.73,1686113.98,282983.05,2888358.59,43096.74,43200,4,3.85,32
2025-03-09,PRJ0035,0.0309,1,1192584.38,1426473.0,128597.34,2151718.28,43176.7,43200,4,48.42,30
2025-03-10,PRJ0012,0.0204,4,1976533.98,1946989.49,114740.92,2013458.92,43022.59,43200,4,11.06,58
2025-03-11,PRJ0159,0.0393,18,1184384.15,1253562.95,286927.44,3932619.08,43029.78,43200,1,9.41,51
2025-03-12,PRJ0070,0.0298,15,668676.01,738684.63,123465.39,2102707.61,43118.07,43200,4,26.02,59
2025-03-13,PRJ0186,0.0933,3,1988982.12,1864805.55,150073.38,3439661.48,43024.83,43200,1,21.5,61
2025-03-14,PRJ0085,0.0881,7,534231.1,537581.75,285898.83,4386558.75,43015.06,43200,2,6.7,67
2025-03-15,PRJ0027,0.055,6,1324825.34,1510972.06,260583.58,4348137.78,43039.21,43200,2,9.73,63
2025-03-16,PRJ0065,0.0155,15,963643.23,935724.05,168551.56,1668605.63,43157.51,43200,2,59.55,40
2025-03-17,PRJ0169,0.0743,15,1255328.23,1315567.8,290905.54,3618950.57,43185.49,43200,1,44.35,37
2025-03-18,PRJ0044,0.0661,6,1338069.43,1457410.75,213609.7,3409116.53,43066.69,43200,1,36.31,44
2025-03-19,PRJ0061,0.0973,8,860143.84,947318.31,114449.65,2127938.04,43194.95,43200,3,18.91,43
2025-03-20,PRJ0184,0.0603,8,1335288.13,1493510.6,240613.38,2565815.92,43161.91,43200,4,26.28,67
2025-03-21,PRJ0133,0.0403,1,1634091.67,1895208.4,207455.47,2140452.1,43045.22,43200,1,38.05,58
2025-03-22,PRJ0027,0.0567,13,899764.76,915832.61,214517.61,3148260.64,43117.22,43200,1,47.27,38
2025-03-23,PRJ0027,0.0981,13,1075139.2,1195543.59,298820.85,4214509.59,43196.36,43200,4,56.84,49
2025-03-24,PRJ0107,0.0727,11,902364.04,1010334.06,130502.86,4510013.35,43169.76,43200,3,8.24,44
2025-03-25,PRJ0043,0.0705,4,1730839.6,1713673.55,231359.18,3891294.37,43072.67,43200,4,12.31,40
2025-03-26,PRJ0083,0.0317,7,1587473.39,1889803.55,191748.22,2933801.44,43061.26,43200,4,34.49,63
2025-03-27,PRJ0029,0.0769,12,1806794.66,2095097.21,154378.62,4832381.13,43163.85,43200,2,56.37,60
2025-03-28,PRJ0189,0.0775,13,755074.84,745227.45,238708.96,3255516.05,43109.83,43200,2,27.7,58
2025-03-29,PRJ0074,0.0386,12,610369.46,672944.91,233642.56,2914186.75,43032.69,43200,4,38.4,54
2025-03-30,PRJ0127,0.0535,16,679075.26,757399.93,271299.02,4427094.49,43065.57,43200,3,18.33,40
2025-03-31,PRJ0091,0.0365,6,741527.5,763361.84,275773.85,1738493.31,43132.36,43200,3,48.89,31
2025-01-01,PRJ0189,0.0333,14,1299623.99,1506424.04,212363.89,1631513.38,43030.63,43200,3,36.71,37
2025-01-02,PRJ0128,0.0123,19,1956368.11,2165834.11,165114.51,4130169.89,43139.74,43200,1,23.53,31
2025-01-03,PRJ0120,0.0357,16,1035853.12,1136793.28,205916.09,4482283.32,43141.99,43200,2,33.01,67
2025-01-04,PRJ0026,0.0599,4,1937762.4,1872367.01,171851.03,1291099.13,43054.15,43200,3,41.99,31
2025-01-05,PRJ0189,0.0101,5,557301.19,569758.37,155471.22,4056344.41,43079.61,43200,1,13.6,37
2025-01-06,PRJ0120,0.0355,9,1890308.3,1947351.65,210315.08,2697846.88,43187.09,43200,4,21.15,60
2025-01-07,PRJ0115,0.0893,3,771728.91,864412.26,231586.83,3814907.29,43149.84,43200,4,15.78,62
2025-01-08,PRJ0002,0.0634,10,1868712.48,2028521.71,218114.26,1539877.34,43157.56,43200,4,57.65,53
2025-01-09,PRJ0102,0.0647,17,584341.15,540958.6,290883.9,4892051.01,43103.25,43200,2,3.54,54
2025-01-10,PRJ0197,0.0463,19,1922329.17,1907545.28,159727.22,4525121.18,43042.63,43200,1,4.33,67
2025-01-11,PRJ0199,0.0709,10,801197.4,834778.99,174468.34,2623890.11,43118.25,43200,4,21.99,30
2025-01-12,PRJ0154,0.0271,12,954071.09,1069532.66,233528.56,4573435.3,43154.42,43200,3,32.74,55
2025-01-13,PRJ0136,0.0837,7,1236413.52,1388579.85,220071.73,4579702.91,43000.78,43200,3,20.4,50
2025-01-14,PRJ0061,0.0205,18,1071081.32,1121596.72,100372.68,2845012.1,43022.76,43200,3,51.56,52
2025-01-15,PRJ0164,0.069,19,1501291.95,1403827.65,162457.09,4787542.01,43094.86,43200,3,10.99,65
2025-01-16,PRJ0050,0.0407,15,1962211.65,1938412.03,150752.37,4907428.5,43087.44,43200,4,22.51,32
2025-01-17,PRJ0171,0.0773,7,1409639.74,1376383.12,267982.98,1868850.96,43196.46,43200,3,29.79,34
2025-01-18,PRJ0151,0.0595,12,1582228.11,1794733.88,273249.75,1266666.72,43018.43,43200,3,12.93,58
2025-01-19,PRJ0058,0.0507,7,632007.88,602932.92,156778.63,2324599.14,43064.74,43200,4,18.12,56
2025-01-20,PRJ0117,0.0252,10,1441718.64,1498632.45,120414.23,2955341.04,43163.02,43200,1,56.9,57
2025-01-21,PRJ0159,0.0673,10,1180774.67,1300287.54,141040.39,1370705.59,43122.49,43200,4,31.69,43
2025-01-22,PRJ0095,0.0977,5,1828673.54,2175089.86,135313.68,1562638.23,43112.32,43200,2,52.31,35
2025-01-23,PRJ0179,0.0843,18,1082316.65,1298533.4,147487.07,4886796.49,43148.24,43200,2,16.89,43
2025-01-24,PRJ0112,0.0154,9,1519181.22,1801561.53,146928.98,3949202.39,43008.0,43200,4,37.13,48
2025-01-25,PRJ0061,0.0439,16,842230.59,939485.23,195967.73,4499752.28,43189.5,43200,2,46.03,30
2025-01-26,PRJ0185,0.0933,7,889058.8,999241.86,163928.28,4884618.32,43038.25,43200,1,25.87,58
2025-01-27,PRJ0051,0.0553,10,1064183.65,1200146.98,211964.35,2512577.44,43016.37,43200,1,37.86,69
2025-01-28,PRJ0011,0.0696,5,956095.31,1107905.52,168826.92,3751455.77,43067.79,43200,3,51.93,36
2025-01-29,PRJ0038,0.0921,7,880818.26,1044241.44,262935.39,1736087.98,43140.47,43200,2,9.31,49
2025-01-30,PRJ0129,0.0886,5,574503.06,593870.62,290158.5,3206668.8,43046.3,43200,1,21.93,39
2025-01-31,PRJ0130,0.0552,15,1755119.5,1798915.46,180783.69,1839513.91,43009.97,43200,1,49.61,67
2025-02-01,PRJ0112,0.0494,19,596452.3,619200.6,109893.71,1641723.85,43011.48,43200,2,14.62,35
2025-02-02,PRJ0100,0.0406,10,1831048.27,2010390.57,147915.65,1393774.53,43051.32,43200,4,33.81,42
2025-02-03,PRJ0112,0.0747,8,688198.08,779476.28,120371.63,3318946.25,43027.05,43200,1,26.84,42
2025-02-04,PRJ0183,0.0358,9,597892.61,694250.97,168952.78,4799404.8,43074.49,43200,3,40.23,37
2025-02-05,PRJ0080,0.0325,11,1344507.15,1394070.02,229022.85,1488887.18,43034.61,43200,2,40.41,60
2025-02-06,PRJ0186,0.0421,2,1253662.69,1264960.43,203781.58,3009257.82,43068.86,43200,3,35.13,46
2025-02-07,PRJ0112,0.0259,3,1236851.85,1478045.12,148575.14,3748272.47,43088.9,43200,1,56.86,51
2025-02-08,PRJ0001,0.0726,13,1361756.49,1320313.18,253451.81,2983446.72,43148.51,43200,1,11.34,47
2025-02-09,PRJ0129,0.0655,11,930584.91,899504.72,126296.15,4647103.7,43045.48,43200,1,50.27,34
2025-02-10,PRJ0053,0.0535,10,1494423.91,1665718.12,145639.2,1665182.6,43095.01,43200,2,29.88,38
2025-02-11,PRJ0086,0.0451,15,1253603.33,1195808.69,235209.43,1096653.04,43163.07,43200,1,40.05,46
2025-02-12,PRJ0128,0.0918,6,1002115.2,1021979.83,139446.88,2532472.49,43197.28,43200,4,17.15,35
2025-02-13,PRJ0146,0.0126,1,1739751.0,1718379.98,235752.54,3221955.24,43111.46,43200,2,6.58,34
2025-02-14,PRJ0125,0.0792,14,1591581.64,1512978.42,295388.27,2018028.37,43086.46,43200,4,46.88,60
2025-02-15,PRJ0129,0.0912,18,1090415.51,1171010.49,266270.66,1673734.19,43126.31,43200,1,15.85,32
2025-02-16,PRJ0052,0.0502,11,1771426.68,1792778.48,132002.11,4219351.32,43097.26,43200,3,24.03,47
2025-02-17,PRJ0171,0.0596,8,1880387.38,1953102.43,204099.68,1754300.77,43032.95,43200,3,3.8,48
2025-02-18,PRJ0159,0.095,3,1305299.4,1251467.42,184464.31,2770728.83,43091.89,43200,2,39.36,43
2025-02-19,PRJ0197,0.0291,14,822428.68,929640.52,298333.88,4817924.44,43195.82,43200,1,41.56,48
2025-02-20,PRJ0159,0.0568,2,1873688.23,1863221.1,292880.14,3450819.33,43128.09,43200,2,54.2,47
2025-02-21,PRJ0067,0.0527,16,784219.43,786427.36,125422.41,2990893.81,43056.69,43200,1,53.57,33
2025-02-22,PRJ0182,0.0333,6,572634.84,558689.0,281746.17,2441000.93,43189.43,43200,4,42.6,69
