date,release_id,dev_cost,revenue_from_release,feature_count,cost_per_feature,time_to_market_days,total_active_users,users_using_feature,feature_adoption_rate,users_retained,user_retention_rate,inapp_nps
2025-03-15,REL00073,4261845.71,8334386.33,5,852369.14,51,13704,7033,51.32,10453,76.28,53
2025-03-16,REL00074,3827429.38,11384372.48,3,1275809.79,34,16410,9664,58.89,15149,92.32,53
2025-03-17,REL00075,3916028.67,7484330.64,2,1958014.34,85,11438,2715,23.74,9530,83.32,39
2025-03-18,REL00076,4085081.39,7369427.12,8,510635.17,82,11518,5027,43.64,10661,92.56,35
2025-03-19,REL00077,1296178.61,2803933.97,2,648089.31,20,10786,4278,39.66,8754,81.16,57
2025-03-20,REL00078,2433862.91,3858307.6,8,304232.86,24,9151,4285,46.83,8661,94.65,30
2025-03-21,REL00079,1463476.24,4343219.46,5,292695.25,25,18199,10775,59.21,16004,87.94,39
2025-03-22,REL00080,4452413.7,10608544.99,8,556551.71,24,11093,4580,41.29,9711,87.54,59
2025-03-23,REL00081,3493192.51,8158100.08,5,698638.5,47,18830,8930,47.42,17157,91.12,44
2025-03-24,REL00082,2323592.1,5771092.73,1,2323592.1,88,17307,5865,33.89,14491,83.73,43
2025-03-25,REL00083,1254233.4,2816425.59,2,627116.7,63,16733,5347,31.95,13415,80.17,53
2025-03-26,REL00084,2243929.29,3473816.33,6,373988.22,35,7899,2639,33.41,6339,80.25,39
2025-03-27,REL00085,2300733.29,5564247.38,3,766911.1,41,11734,2528,21.54,9576,81.61,55
2025-03-28,REL00086,3918424.71,10087047.19,8,489803.09,42,10016,3143,31.38,8748,87.34,30
2025-03-29,REL00087,3550229.89,7544677.29,5,710045.98,62,11509,3097,26.91,10561,91.76,49
2025-03-30,REL00088,4548850.97,11990513.5,3,1516283.66,87,17288,6620,38.29,14693,84.99,58
2025-03-31,REL00089,2888859.7,5316951.91,7,412694.24,62,7960,3059,38.43,6612,83.07,63
2025-01-01,REL00090,1478376.98,2708260.8,8,184797.12,45,9943,5032,50.61,9035,90.87,31
2025-01-02,REL00091,3852979.15,6712373.16,4,963244.79,60,14444,5790,40.09,11669,80.79,31
2025-01-03,REL00092,4043140.19,8320750.73,9,449237.8,89,13916,5360,38.52,12354,88.78,31
2025-01-04,REL00093,3245108.79,8990632.49,6,540851.46,50,6306,1845,29.26,4862,77.1,37
2025-01-05,REL00094,4083868.72,11197429.34,1,4083868.72,36,5759,3115,54.09,4449,77.25,54
2025-01-06,REL00095,2975182.39,6171231.35,5,595036.48,28,10238,2420,23.64,8997,87.88,47
2025-01-07,REL00096,3090931.32,7367785.31,5,618186.26,74,19202,11385,59.29,14719,76.65,46
2025-01-08,REL00097,2710164.07,6995541.83,7,387166.3,25,5226,2040,39.04,4081,78.09,59
2025-01-09,REL00098,1101676.51,2051112.52,7,157382.36,89,9797,2688,27.44,8571,87.49,37
2025-01-10,REL00099,1431565.71,2508406.08,6,238594.28,83,13499,4613,34.17,11307,83.76,58
2025-01-11,REL00100,1125716.74,3330032.21,8,140714.59,23,8378,1727,20.61,7224,86.23,48
2025-01-12,REL00101,3545641.65,8602917.87,2,1772820.82,86,16201,4319,26.66,15316,94.54,66
2025-01-13,REL00102,2257423.92,6709342.87,7,322489.13,75,11712,3913,33.41,10264,87.64,53
2025-01-14,REL00103,3034282.76,6088694.89,7,433468.97,37,14709,6203,42.17,12769,86.81,47
2025-01-15,REL00104,4630265.9,11828234.41,4,1157566.48,51,14723,3707,25.18,12161,82.6,39
2025-01-16,REL00105,1997168.92,3662618.98,2,998584.46,67,15036,7072,47.03,13174,87.62,45
2025-01-17,REL00106,2641531.69,4997250.33,4,660382.92,48,10208,5488,53.76,7682,75.25,34
2025-01-18,REL00107,4022204.55,9121769.39,4,1005551.14,51,12442,5336,42.89,10718,86.14,44
2025-01-19,REL00108,1915192.66,3790984.42,6,319198.78,44,15860,5055,31.87,12113,76.37,52
2025-01-20,REL00109,1307919.64,2290732.76,7,186845.66,82,9748,2422,24.85,7740,79.4,60
2025-01-21,REL00110,2159005.81,4089850.16,3,719668.6,28,13988,2884,20.62,12066,86.26,59
2025-01-22,REL00111,1644885.15,2555530.73,1,1644885.15,33,17767,8754,49.27,15698,88.35,36
2025-01-23,REL00112,4718790.61,12064227.27,3,1572930.2,39,12045,5437,45.14,9960,82.69,49
2025-01-24,REL00113,4232481.52,9473034.27,9,470275.72,29,12624,4929,39.04,10525,83.37,68
2025-01-25,REL00114,3533615.03,5799950.62,1,3533615.03,30,6779,1632,24.07,5759,84.95,32
2025-01-26,REL00115,4485842.36,7884051.82,8,560730.3,58,18184,5142,28.28,16398,90.18,32
2025-01-27,REL00116,4214688.31,6970259.14,2,2107344.15,38,12063,6345,52.6,9089,75.35,60
2025-01-28,REL00117,1746280.24,4224058.43,6,291046.71,38,5585,2188,39.18,4688,83.94,36
2025-01-29,REL00118,4570235.99,7501199.38,3,1523412.0,62,6378,3731,58.5,4801,75.27,30
2025-01-30,REL00119,3157368.97,8308374.9,7,451052.71,80,17549,10529,60.0,14281,81.38,56
2025-01-31,REL00120,4229760.62,6474775.35,2,2114880.31,89,18487,9618,52.03,15787,85.4,30
2025-02-01,REL00121,4584365.2,8591392.33,4,1146091.3,84,19739,5986,30.33,15119,76.59,35
2025-02-02,REL00122,2272013.9,6443431.45,9,252445.99,42,10707,3131,29.24,9069,84.7,49
2025-02-03,REL00123,1440207.7,3712563.06,6,240034.62,79,10442,3147,30.14,9762,93.49,68
2025-02-04,REL00124,1911740.65,3076855.77,4,477935.16,29,17982,10694,59.47,15951,88.71,32
2025-02-05,REL00125,2708431.15,7398592.0,2,1354215.58,82,11929,3985,33.41,10813,90.64,31
2025-02-06,REL00126,4272059.06,9567501.33,9,474673.23,21,11420,5511,48.26,9890,86.6,61
2025-02-07,REL00127,4442922.33,12307670.33,4,1110730.58,55,17002,9922,58.36,15799,92.92,49
2025-02-08,REL00128,1027808.52,2467880.97,9,114200.95,76,9031,4766,52.77,7038,77.93,65
2025-02-09,REL00129,3042989.21,7676699.65,2,1521494.6,85,15916,6987,43.9,13368,83.99,56
2025-02-10,REL00130,2669644.01,7982909.25,7,381377.72,39,12442,3329,26.76,10817,86.94,49
2025-02-11,REL00131,1888431.24,3490771.41,5,377686.25,61,11360,3066,26.99,10504,92.46,48
2025-02-12,REL00132,1479461.47,3603847.36,8,184932.68,40,6847,2718,39.7,5557,81.16,50
2025-02-13,REL00133,2350460.69,5148642.03,8,293807.59,85,15429,8960,58.07,11575,75.02,49
2025-02-14,REL00134,4771638.82,7439833.94,4,1192909.7,57,6041,3393,56.17,5708,94.49,34
2025-02-15,REL00135,2292811.73,3488985.28,4,573202.93,88,9839,2621,26.64,7430,75.52,49
2025-02-16,REL00136,3075162.49,5162714.61,8,384395.31,43,16677,5254,31.5,13015,78.04,41
2025-02-17,REL00137,3812075.84,9429694.17,3,1270691.95,45,12351,5379,43.55,10305,83.43,39
2025-02-18,REL00138,2454518.41,5769945.98,7,350645.49,21,12785,4998,39.09,10857,84.92,51
2025-02-19,REL00139,4887128.33,11387714.43,8,610891.04,65,5242,1298,24.76,4806,91.68,67
2025-02-20,REL00140,4849789.18,7506431.64,8,606223.65,53,10545,3666,34.77,8853,83.95,57
2025-02-21,REL00141,2007129.18,4423621.38,4,501782.3,81,7100,4131,58.18,6102,85.94,41
2025-02-22,REL00142,2988994.02,8629029.14,9,332110.45,60,14441,8384,58.06,11408,79.0,68
2025-02-23,REL00143,2203513.24,4619418.28,4,550878.31,34,6737,2854,42.36,5819,86.37,39
2025-02-24,REL00144,2139361.98,5214446.03,8,267420.25,74,16861,7656,45.41,13820,81.96,64
2025-02-25,REL00145,1147547.79,3063640.48,6,191257.96,22,19897,5745,28.87,15315,76.97,69
2025-02-26,REL00146,3438257.34,9200391.28,5,687651.47,57,15110,7506,49.68,14192,93.92,66
2025-02-27,REL00147,3010716.09,6861181.48,4,752679.02,70,17606,3890,22.09,13492,76.63,46
2025-02-28,REL00148,1205915.0,3360798.18,5,241183.0,36,7754,2235,28.82,6866,88.55,56
2025-03-01,REL00149,2114585.86,4413282.66,1,2114585.86,68,6392,1293,20.23,5955,93.16,58
2025-03-02,REL00150,4633063.54,13125653.51,7,661866.22,40,13439,4761,35.43,10560,78.58,55
2025-03-03,REL00151,1958247.56,3643007.73,8,244780.94,43,12735,6878,54.01,10155,79.74,38
2025-03-04,REL00152,1579579.49,3033305.37,9,175508.83,59,17464,10356,59.3,14588,83.53,41
2025-03-05,REL00153,2957811.04,4672397.71,3,985937.01,39,12643,5905,46.71,10226,80.88,55
2025-03-06,REL00154,4942601.82,13312269.08,9,549177.98,54,14877,7407,49.79,13416,90.18,62
2025-03-07,REL00155,1968221.09,4183617.0,5,393644.22,67,15123,4614,30.51,12365,81.76,61
2025-03-08,REL00156,3688542.19,6800472.73,6,614757.03,52,9016,3679,40.81,8539,94.71,40
2025-03-09,REL00157,4046478.46,7476619.24,1,4046478.46,75,17300,8557,49.46,15946,92.17,58
2025-03-10,REL00158,1950550.18,5563164.0,9,216727.8,60,8432,3363,39.88,7833,92.9,37
2025-03-11,REL00159,3912865.39,10763803.19,9,434762.82,73,17576,4137,23.54,13405,76.27,54
2025-03-12,REL00160,2471132.53,5758471.06,6,411855.42,63,9526,4728,49.63,7480,78.52,49
2025-03-13,REL00161,3529223.32,8555423.89,8,441152.92,30,19911,5730,28.78,15607,78.38,50
2025-03-14,REL00162,3534118.84,7815662.66,4,883529.71,33,18650,4458,23.9,16493,88.43,33
2025-03-15,REL00163,3143098.74,6561218.04,5,628619.75,61,12784,5001,39.12,9618,75.23,65
2025-03-16,REL00164,1361159.08,3910903.12,5,272231.82,31,17176,3947,22.98,15652,91.13,58
2025-03-17,REL00165,4341209.98,7329781.65,7,620172.85,36,17014,7686,45.17,14621,85.94,48
2025-03-18,REL00166,2283120.26,4857726.9,7,326160.04,44,7081,3230,45.62,6112,86.32,55
2025-03-19,REL00167,1746074.04,3521556.96,7,249439.15,45,14539,4400,30.26,12466,85.74,65
2025-03-20,REL00168,1163100.57,2613749.94,5,232620.11,66,18862,11049,58.58,16166,85.71,54
2025-03-21,REL00169,3363571.77,7354274.14,4,840892.94,44,10575,5602,52.97,8349,78.95,52
2025-03-22,REL00170,3710257.45,8453206.8,8,463782.18,79,10344,2522,24.38,8343,80.66,67
2025-03-23,REL00171,1066351.32,1823331.16,1,1066351.32,79,9736,4862,49.94,8251,84.75,57
2025-03-24,REL00172,3048372.23,6918927.8,1,3048372.23,46,5132,1751,34.12,4544,88.54,40
2025-03-25,REL00173,1905983.1,3552043.89,6,317663.85,62,16815,8409,50.01,13525,80.43,58
2025-03-26,REL00174,3580691.16,6361087.19,2,1790345.58,39,6854,3566,52.03,6245,91.11,49
2025-03-27,REL00175,1697465.72,2711279.38,3,565821.91,82,16136,4204,26.05,14717,91.21,38
2025-03-28,REL00176,3763750.95,9951277.86,4,940937.74,44,11050,5135,46.47,8892,80.47,53
2025-03-29,REL00177,2546941.39,5453416.37,2,1273470.7,46,10077,5492,54.5,8686,86.2,42
2025-03-30,REL00178,4746919.95,11582321.03,7,678131.42,71,10340,3405,32.93,8476,81.97,31
2025-03-31,REL00179,1550083.78,4016871.63,1,1550083.78,29,13592,3155,23.21,10712,78.81,46
2025-01-01,REL00180,2364265.4,5955525.43,3,788088.47,69,5605,1182,21.09,5107,91.12,56
2025-01-02,REL00181,1453894.08,3206928.44,2,726947.04,49,17898,4367,24.4,16972,94.83,67
2025-01-03,REL00182,4698774.47,9782133.26,9,522086.05,20,18371,3705,20.17,15856,86.31,31
2025-01-04,REL00183,4509357.41,9307042.52,8,563669.68,73,19976,6607,33.07,18633,93.28,62
2025-01-05,REL00184,2031766.51,4998294.33,3,677255.5,23,5131,1640,31.96,4507,87.84,34
2025-01-06,REL00185,3639936.18,8161434.08,5,727987.24,26,17680,4316,24.41,15260,86.31,43
2025-01-07,REL00186,4268888.8,11840609.91,3,1422962.93,49,18100,8334,46.04,15313,84.6,56
2025-01-08,REL00187,3220803.25,9057069.37,6,536800.54,84,12071,7203,59.67,9622,79.71,65
2025-01-09,REL00188,3118602.31,5475768.45,5,623720.46,48,17868,10012,56.03,13702,76.68,56
2025-01-10,REL00189,1967409.16,3353154.74,2,983704.58,44,11157,3359,30.11,9354,83.84,43
2025-01-11,REL00190,1372411.07,3356370.42,8,171551.38,59,11578,5881,50.79,9983,86.22,44
2025-01-12,REL00191,4588863.03,8956720.09,6,764810.5,45,19809,11385,57.47,16875,85.19,56
2025-01-13,REL00192,4601672.23,7030692.89,3,1533890.74,36,19486,10961,56.25,17325,88.91,37
2025-01-14,REL00193,3532405.83,10007178.56,1,3532405.83,50,11613,6431,55.38,9155,78.83,50
2025-01-15,REL00194,2356119.16,4336086.61,5,471223.83,80,9506,4891,51.45,7802,82.07,63
2025-01-16,REL00195,2396838.3,6936260.64,2,1198419.15,27,17632,5592,31.72,14689,83.31,57
2025-01-17,REL00196,3903822.72,10056839.44,2,1951911.36,88,5803,1354,23.33,4568,78.72,53
2025-01-18,REL00197,4588441.04,12131747.42,9,509826.78,20,16459,6503,39.51,15328,93.13,46
2025-01-19,REL00198,4548345.7,8196993.34,7,649763.67,65,19879,4411,22.19,17618,88.63,35
2025-01-20,REL00199,4119502.18,7626399.94,6,686583.7,39,10192,6108,59.93,7831,76.83,67
2025-01-21,REL00200,3568126.58,8142113.86,1,3568126.58,59,9289,3189,34.33,8290,89.25,48
2025-01-22,REL00201,1336559.86,2349872.42,2,668279.93,21,18225,10631,58.33,15665,85.95,30
2025-01-23,REL00202,1646514.86,3224119.02,7,235216.41,80,8633,4396,50.92,7379,85.47,67
2025-01-24,REL00203,4594216.75,9106627.58,3,1531405.58,49,18880,6882,36.45,17897,94.79,55
2025-01-25,REL00204,3425716.24,5958844.64,2,1712858.12,49,7676,1898,24.73,6706,87.36,34
2025-01-26,REL00205,1036788.21,1874279.03,6,172798.04,64,6215,1832,29.48,5775,92.92,33
2025-01-27,REL00206,1405886.17,3771750.45,8,175735.77,43,7477,3508,46.92,6973,93.26,54
2025-01-28,REL00207,3654007.08,6397412.87,8,456750.88,75,7264,3864,53.19,5595,77.02,51
2025-01-29,REL00208,1020246.34,1573919.83,2,510123.17,80,12790,7568,59.17,9613,75.16,42
2025-01-30,REL00209,1643232.21,4016112.78,6,273872.03,32,5969,1509,25.28,4996,83.7,52
2025-01-31,REL00210,3194935.16,9469706.92,5,638987.03,75,11628,3050,26.23,10510,90.39,62
2025-02-01,REL00211,3767580.79,7523183.39,7,538225.83,34,5600,1215,21.7,5123,91.48,54
2025-02-02,REL00212,3607845.04,6053904.65,4,901961.26,30,9455,2875,30.41,8580,90.75,39
2025-02-03,REL00213,1897077.24,4468719.08,2,948538.62,31,10941,5781,52.84,9184,83.94,47
2025-02-04,REL00214,3848716.89,11005526.48,3,1282905.63,22,14524,4056,27.93,13071,90.0,56
2025-02-05,REL00215,1948996.35,5215694.85,9,216555.15,43,7716,3234,41.91,6896,89.37,55
2025-02-06,REL00216,2301598.79,5601570.84,8,287699.85,28,17708,6703,37.85,14392,81.27,31
2025-02-07,REL00217,3985965.62,7862654.98,9,442885.07,65,19916,6578,33.03,15609,78.37,39
2025-02-08,REL00218,3598531.6,8322756.79,5,719706.32,79,5781,2586,44.73,5054,87.42,49
2025-02-09,REL00219,4396893.64,7197131.25,5,879378.73,30,17000,6815,40.09,15052,88.54,67
2025-02-10,REL00220,3630451.57,9142995.08,7,518635.94,29,6434,2148,33.39,5556,86.35,32
2025-02-11,REL00221,3273234.41,8469965.47,7,467604.92,22,19852,9440,47.55,15735,79.26,39
2025-02-12,REL00222,1374699.07,4051990.72,1,1374699.07,38,9338,2913,31.2,7520,80.53,57
2025-02-13,REL00223,2470863.21,4671404.2,5,494172.64,21,19965,9129,45.73,17802,89.17,48
2025-02-14,REL00224,2060809.47,3148266.95,8,257601.18,36,14208,8281,58.28,13391,94.25,46
2025-02-15,REL00225,1975958.57,4581087.44,7,282279.8,21,15411,7575,49.15,14470,93.89,52
2025-02-16,REL00226,4892042.22,12524536.81,2,2446021.11,72,7702,2829,36.73,6576,85.38,57
2025-02-17,REL00227,2572390.9,6908441.85,8,321548.86,35,17098,8532,49.9,15855,92.73,56
2025-02-18,REL00228,4568186.22,8179832.62,2,2284093.11,29,16008,8383,52.37,12100,75.59,61
2025-02-19,REL00229,3524554.5,6670675.13,1,3524554.5,87,8991,2970,33.03,8291,92.21,67
2025-02-20,REL00230,4179245.21,9482232.57,3,1393081.74,62,13651,6580,48.2,11538,84.52,41
2025-02-21,REL00231,3010548.37,6008757.15,3,1003516.12,77,12532,4683,37.37,11357,90.62,49
2025-02-22,REL00232,3307615.54,9230785.06,6,551269.26,79,12245,6458,52.74,9197,75.11,35
2025-02-23,REL00233,2970070.78,6565757.95,3,990023.59,43,8640,2748,31.81,7980,92.36,32
2025-02-24,REL00234,1780971.95,4807498.63,7,254424.56,35,18801,10812,57.51,16337,86.89,32
2025-02-25,REL00235,3889808.46,9222462.17,8,486226.06,28,5531,2377,42.98,4413,79.79,52
2025-02-26,REL00236,2123089.45,5646643.46,3,707696.48,25,6977,2381,34.13,5717,81.94,38
2025-02-27,REL00237,1097263.87,2193440.88,9,121918.21,84,18837,6927,36.77,14883,79.01,62
2025-02-28,REL00238,3581889.18,9839897.07,1,3581889.18,43,16469,5584,33.91,13749,83.48,65
2025-03-01,REL00239,1708442.72,3266300.69,3,569480.91,29,19060,4926,25.84,15552,81.59,41
2025-03-02,REL00240,4761834.34,11043399.6,3,1587278.11,46,8764,1992,22.73,7509,85.68,55
2025-03-03,REL00241,4815714.31,8769467.14,7,687959.19,22,5290,1738,32.85,4829,91.29,66
2025-03-04,REL00242,4659457.56,10312729.81,5,931891.51,57,11077,4247,38.34,10483,94.64,39
2025-03-05,REL00243,2480634.8,4904866.95,4,620158.7,36,12868,4435,34.47,10298,80.03,40
2025-03-06,REL00244,1061826.47,2017528.85,2,530913.24,67,8575,1762,20.55,6613,77.12,48
2025-03-07,REL00245,4713274.25,13906409.75,7,673324.89,68,17946,7745,43.16,14879,82.91,34
2025-03-08,REL00246,2712736.59,4720463.21,3,904245.53,62,9649,2488,25.79,7513,77.86,53
2025-03-09,REL00247,4866619.28,13047351.57,7,695231.33,26,15667,4455,28.44,14364,91.68,64
2025-03-10,REL00248,4854479.91,14448133.4,7,693497.13,87,11614,2883,24.82,9874,85.02,57
2025-03-11,REL00249,4412037.82,6749765.88,2,2206018.91,40,5512,2249,40.8,4817,87.39,59
2025-03-12,REL00250,2177795.57,5550201.56,7,311113.65,44,19659,4680,23.81,15336,78.01,48
2025-03-13,REL00251,2540390.91,4774328.64,6,423398.49,80,6639,2008,30.25,5974,89.98,35
2025-03-14,REL00252,4404546.69,6874315.8,4,1101136.67,47,13446,5118,38.06,12702,94.47,68
2025-03-15,REL00253,2267688.02,4771973.84,5,453537.6,71,9816,2621,26.7,8309,84.65,48
2025-03-16,REL00254,1677970.99,4870859.02,8,209746.37,32,10849,4106,37.85,10225,94.25,60
2025-03-17,REL00255,3227205.05,4897760.13,5,645441.01,53,7637,2574,33.7,5780,75.68,40
2025-03-18,REL00256,4744619.1,11300869.17,3,1581539.7,86,6965,3790,54.41,5273,75.71,46
2025-03-19,REL00257,3784119.19,8522194.84,2,1892059.6,23,5050,2615,51.78,4757,94.2,46
2025-03-20,REL00258,3280244.68,9217737.66,6,546707.45,63,5799,3462,59.7,5161,89.0,44
2025-03-21,REL00259,1388705.98,2258039.49,6,231451.0,34,13291,5470,41.16,10469,78.77,35
2025-03-22,REL00260,3460028.91,8727193.01,7,494289.84,27,14939,6426,43.01,12291,82.27,61
2025-03-23,REL00261,4960215.4,12500559.0,8,620026.93,24,15703,9086,57.86,13371,85.15,69
2025-03-24,REL00262,1560336.06,3906488.61,4,390084.02,85,11642,4189,35.98,10367,89.05,40
2025-03-25,REL00263,3073318.61,8954119.13,8,384164.83,65,5236,2211,42.23,4808,91.83,42
